-----------------------------------------------------------
run_test.sh started on  Sat May 3 22:07:39 CEST 2025
-----------------------------------------------------------
| Methd | Problem    | n.vars     | time        | n.it       | fopt             | gnorm            | nfunc      | ngrad      |
| Hager | EIGENCLS   | 2652       | 17.239245   | 5000       | 6.1083026e-06    | 3.1377323e-03    | 10001      | 5001       |
| Hager | ENGVAL1    | 5000       | 0.012291    | 23         | 5.5486684e+03    | 7.4101799e-07    | 43         | 32         |
| Hager | EXTROSNB   | 1000       | 0.335941    | 2670       | 2.8519104e-07    | 8.7832229e-07    | 5338       | 2921       |
| Hager | FLETBV3M   | 5000       | 0.056249    | 23         | -2.4860272e+05   | 6.4031228e-10    | 87         | 69         |
| Hager | FLETCBV2   | 5000       | 0.003234    | 0          | -5.0026817e-01   | 7.9960014e-08    | 1          | 1          |
| Hager | FLETCHCR   | 1000       | 0.115988    | 33         | 1.8078663e-23    | 3.2553960e-12    | 71         | 40         |
| Hager | FMINSRF2   | 5625       | 4.322506    | 136        | 1.0000164e+00    | 9.9828628e-07    | 322        | 141        |
| Hager | FMINSURF   | 5625       | 0.259079    | 473        | 1.0000000e+00    | 9.7700380e-07    | 947        | 474        |
| Hager | FREUROTH   | 5000       | 0.020385    | 23         | 6.0815919e+05    | 8.9691435e-07    | 54         | 40         |
| Hager | GENHUMPS   | 5000       | 1.217086    | 404        | 9.2501193e-14    | 1.4481777e-07    | 967        | 530        |
| Hager | GENROSE    | 1000       | 0.356279    | 1689       | 1.0000000e+00    | 6.4444649e-07    | 3767       | 1798       |
| Hager | GENROSEB   | 1000       | 0.252132    | 1259       | 3.1939449e+03    | 3.5527137e-15    | 1508       | 1162       |
| Hager | GRIDGENA   | 6218       | 0.103111    | 10         | 2.3520000e+04    | 5.6953576e-07    | 35         | 32         |
| Hager | HILBERTA   | 1000       | 0.032607    | 24         | 8.0103309e-08    | 6.5986657e-07    | 0          | 28         |
| Hager | HILBERTB   | 1000       | 0.015251    | 6          | 1.0580670e-18    | 1.9821765e-09    | 0          | 10         |
| Hager | INDEFM     | 100000     | 5.591326    | 101        | -9.6687211e+06   | 5.8872009e-08    | 262        | 188        |
| Hager | INTEQNELS  | 1002       | 0.071518    | 6          | 6.6751279e-13    | 1.0575237e-07    | 13         | 7          |
| Hager | JNLBRNG1   | 9604       | 0.070552    | 72         | -1.8057327e-01   | 5.4480146e-07    | 0          | 61         |
| Hager | JNLBRNG2   | 9604       | 0.108454    | 55         | -4.1486528e+00   | 5.3893972e-07    | 0          | 47         |
| Hager | JNLBRNGA   | 9604       | 0.083013    | 65         | -2.7110178e-01   | 2.1029291e-07    | 0          | 55         |
| Hager | JNLBRNGB   | 9604       | 2.270813    | 632        | -6.3006867e+00   | 9.9542277e-07    | 0          | 668        |
| Hager | KSSLS      | 1000       | 0.149357    | 10         | 1.8745614e-15    | 1.0354661e-08    | 26         | 16         |
| Hager | LIARWHD    | 5000       | 0.009390    | 19         | 4.2038521e-27    | 4.4233506e-12    | 42         | 23         |
| Hager | LINVERSE   | 1999       | 0.043998    | 30         | 6.8200000e+02    | 5.9723118e-07    | 44         | 31         |
| Hager | LMINSURF   | 5625       | 1.212752    | 159        | 9.0000000e+00    | 2.4864636e-07    | 322        | 164        |
| Hager | LUKSAN11LS | 1000       | 0.863496    | 5000       | 4.0323469e+02    | 4.4102888e+00    | 9343       | 5020       |
| Hager | LUKSAN12LS | 998        | 0.047114    | 52         | 2.0061069e+04    | 6.0553836e-07    | 111        | 97         |
| Hager | LUKSAN13LS | 998        | 0.040098    | 19         | 2.6246804e+05    | 7.3441981e-09    | 44         | 28         |
| Hager | LUKSAN14LS | 998        | 0.045218    | 37         | 1.3015102e+03    | 6.3865401e-09    | 91         | 42         |
| Hager | LUKSAN15LS | 1000       | 0.021474    | 27         | 3.6352627e+01    | 6.4871621e-07    | 58         | 41         |
| Hager | LUKSAN16LS | 1000       | 0.015623    | 30         | 3.6352627e+01    | 6.2725331e-07    | 55         | 37         |
| Hager | LUKSAN17LS | 1000       | 0.108509    | 29         | 5.0221935e+00    | 3.9093173e-12    | 50         | 34         |
| Hager | LUKSAN21LS | 1000       | 0.284148    | 826        | 6.3268507e-12    | 3.2831677e-08    | 1783       | 922        |
| Hager | LUKSAN22LS | 1000       | 0.080988    | 53         | 8.9689405e+03    | 4.6991487e-07    | 96         | 58         |
| Hager | MANCINO    | 1000       | 3148.684119 | 5000       | 7.4855555e-15    | 4.4869772e-04    | 23013      | 27933      |
| Hager | MCCORMCK   | 5000       | 0.022119    | 10         | -4.5665806e+03   | 8.7705367e-08    | 14         | 11         |
| Hager | MODBEALE   | 20000      | 0.337021    | 40         | 1.8282274e-14    | 9.6815935e-08    | 84         | 52         |
| Hager | MOREBV     | 5000       | 0.057261    | 24         | 5.3130599e-12    | 1.0666592e-13    | 31         | 41         |
| Hager | NCB20      | 5010       | 0.455796    | 195        | -1.1177820e+03   | 2.8808446e-07    | 395        | 196        |
| Hager | NCB20B     | 5000       | 1.085070    | 307        | 7.3513006e+03    | 3.7854434e-07    | 588        | 500        |
| Hager | NLMSURF    | 5625       | 1.582860    | 86         | 3.8948985e+01    | 2.1854183e-07    | 174        | 93         |
| Hager | NOBNDTOR   | 5184       | 0.039903    | 82         | -4.4993323e-01   | 7.4612474e-07    | 0          | 69         |
| Hager | NONCVXU2   | 5000       | 2.712030    | 616        | 1.1586325e+04    | 7.9024763e-07    | 1329       | 624        |
| Hager | NONCVXUN   | 5000       | 5.420557    | 5000       | 1.1608061e+04    | 6.2603793e-03    | 10169      | 5001       |
| Hager | NONDIA     | 5000       | 0.007151    | 6          | 1.0989098e-20    | 1.0090968e-07    | 25         | 19         |
| Hager | NONDQUAR   | 5000       | 0.149225    | 45         | 2.6454142e-09    | 3.4260491e-07    | 84         | 51         |
| Hager | NONMSQRT   | 4900       | 49.302401   | 5000       | 7.1011984e+02    | 1.7015457e+00    | 10091      | 5085       |
| Hager | NONSCOMP   | 5000       | 0.008222    | 6          | 6.9335627e-12    | 4.7112928e-07    | 7          | 5          |
| Hager | OBSTCLAE   | 9604       | 0.044011    | 97         | 1.8864612e+00    | 4.6835792e-07    | 0          | 84         |
| Hager | OBSTCLAL   | 9604       | 0.033704    | 90         | 1.8864612e+00    | 6.1488965e-07    | 0          | 78         |
| Hager | OBSTCLBL   | 9604       | 0.051459    | 159        | 7.2721559e+00    | 4.8462980e-07    | 0          | 149        |
| Hager | OBSTCLBM   | 9604       | 0.028940    | 44         | 7.2721559e+00    | 3.2358243e-07    | 0          | 40         |
| Hager | OBSTCLBU   | 9604       | 0.044467    | 78         | 7.2721559e+00    | 1.7500782e-07    | 0          | 69         |
| Hager | ODC        | 5184       | 0.309840    | 58         | -1.1371797e-02   | 9.3247864e-07    | 62         | 61         |
| Hager | ODNAMUR    | 11130      | 371.495473  | 803        | 9.2365639e+03    | 7.4834339e-07    | 0          | 795        |
| Hager | OSCIGRAD   | 100000     | 0.812474    | 28         | 5.7466575e-22    | 1.1723955e-07    | 46         | 30         |
| Hager | OSCIPATH   | 5000       | 0.005587    | 10         | 9.9996667e-01    | 9.7177155e-07    | 19         | 13         |
| Hager | PENALTY1   | 1000       | 0.003009    | 23         | 9.6861805e-03    | 6.4943218e-07    | 61         | 38         |
| Hager | PENALTY2   | 1000       | 0.004847    | 1          | -nan             | 2.0507312e+38    | 29         | 28         |
| Hager | PENALTY3   | 1000       | 416.393905  | 966        | 2.0053668e-02    | 9.5719272e-07    | 9042       | 8248       |
| Hager | PENTDI     | 5000       | 0.002120    | 2          | -7.5000000e-01   | 0.0000000e+00    | 0          | 1          |
| Hager | POWELLBC   | 1000       | 21.324945   | 4048       | 3.1031914e+05    | 7.7856142e-07    | 6705       | 6022       |
| Hager | POWELLSG   | 5000       | 0.007825    | 26         | 8.6643645e-12    | 1.2018764e-07    | 53         | 27         |
| Hager | POWER      | 10000      | 0.092651    | 375        | 1.7626614e-09    | 9.3963637e-07    | 754        | 379        |
| Hager | PRICE3     | 2000       | 0.002753    | 13         | 1.6782129e-23    | 6.5576344e-11    | 27         | 14         |
| Hager | PROBPENL   | 1000       | 0.002878    | 3          | 1.9979980e-07    | 9.9802253e-08    | 3          | 2          |
| Hager | QING       | 1000       | 0.074777    | 35         | 7.7732016e-18    | 3.2588460e-08    | 73         | 43         |
| Hager | QRTQUAD    | 5000       | 0.911473    | 462        | -2.6485624e+11   | 5.8744808e-07    | 1109       | 584        |
| Hager | QUARTC     | 5000       | 0.007621    | 21         | 7.3281603e-08    | 4.9243335e-07    | 51         | 30         |
| Hager | SBRYBND    | 5000       | 0.664425    | 323        | 1.4508597e-13    | 9.9524893e-07    | 616        | 484        |
| Hager | SCHMVETT   | 5000       | 0.068041    | 14         | -1.4994000e+04   | 3.3128261e-12    | 27         | 16         |
| Hager | SCOSINE    | 5000       | 0.070809    | 35         | 1.0267695e+02    | 1.9913148e+06    | 142        | 101        |
| Hager | SCURLY10   | 10000      | 4.338220    | 5000       | -6.6124128e+05   | 3.5986422e+06    | 10379      | 5551       |
| Hager | SCURLY20   | 10000      | 9.304616    | 5000       | -6.8948083e+05   | 8.2075254e+06    | 10075      | 5293       |
| Hager | SCURLY30   | 10000      | 15.698430   | 5000       | -7.0745339e+05   | 1.7106246e+07    | 10050      | 5213       |
| Hager | SENSORS    | 1000       | 6.654067    | 25         | -2.1086916e+05   | 7.5572789e-08    | 55         | 39         |
| Hager | SINEALI    | 1000       | 0.007978    | 13         | -9.9900962e+04   | 3.6832677e-07    | 48         | 43         |
| Hager | SINQUAD    | 5000       | 0.017016    | 15         | -6.7570138e+06   | 6.5529093e-09    | 42         | 29         |
| Hager | SPARSINE   | 5000       | 3.544942    | 551        | 2.2534582e-08    | 9.2948192e-07    | 626        | 1013       |
| Hager | SPARSQUR   | 10000      | 0.041445    | 28         | 4.5105214e-10    | 7.0213734e-08    | 64         | 36         |
| Hager | SPIN2LS    | 1002       | 15.916924   | 330        | 5.0495904e-17    | 3.3749164e-07    | 551        | 457        |
| Hager | SPINLS     | 1327       | 1.262778    | 2658       | 1.7141696e-06    | 2.7731792e-01    | 4249       | 5335       |
| Hager | SROSENBR   | 5000       | 0.005194    | 11         | 4.2391300e-19    | 4.8310200e-10    | 23         | 12         |
| Hager | SSBRYBND   | 5000       | 0.318680    | 69         | 3.0560006e-22    | 2.1726833e-10    | 148        | 80         |
| Hager | SSCOSINE   | 5000       | 0.269738    | 124        | -3.8458260e+03   | 1.3921675e+06    | 479        | 358        |
| Hager | STRTCHDV   | 1000       | 0.007413    | 17         | 1.2646976e-10    | 1.5076405e-07    | 38         | 21         |
| Hager | TESTQUAD   | 5000       | 0.047161    | 4          | 7.5221737e-24    | 4.6379998e-12    | 0          | 8          |
| Hager | TOINTGSS   | 5000       | 0.003848    | 4          | 1.0002001e+01    | 2.2872519e-07    | 9          | 5          |
| Hager | TORSION1   | 5184       | 0.251246    | 123        | -4.3027580e-01   | 8.0021066e-16    | 0          | 126        |
| Hager | TORSION3   | 5184       | 0.080635    | 59         | -1.2169561e+00   | 1.9451292e-14    | 0          | 59         |
| Hager | TORSION4   | 5184       | 0.055021    | 37         | -1.2169561e+00   | 2.6454750e-14    | 0          | 34         |
| Hager | TORSION5   | 5184       | 0.005785    | 24         | -2.8633780e+00   | 5.7596347e-07    | 0          | 20         |
| Hager | TORSION6   | 5184       | 0.031208    | 25         | -2.8633780e+00   | 1.6506707e-15    | 0          | 22         |
| Hager | TORSIONA   | 5184       | 0.640131    | 111        | -4.1829615e-01   | 9.2178209e-07    | 0          | 114        |
| Hager | TORSIONC   | 5184       | 0.106929    | 60         | -1.2042089e+00   | 1.9720879e-14    | 0          | 60         |
| Hager | TORSIOND   | 5184       | 0.050292    | 37         | -1.2042089e+00   | 2.6454750e-14    | 0          | 34         |
| Hager | TORSIONE   | 5184       | 0.005744    | 24         | -2.8502479e+00   | 7.9093027e-07    | 0          | 20         |
| Hager | TORSIONF   | 5184       | 0.041873    | 25         | -2.8502479e+00   | 1.7905870e-15    | 0          | 22         |
| Hager | TQUARTIC   | 5000       | 0.006999    | 14         | 4.0368856e-21    | 9.9379174e-09    | 38         | 24         |
| Hager | TRIDIA     | 5000       | 0.037302    | 4          | -4.4408921e-16   | 1.1573898e-14    | 0          | 8          |
| Hager | TRIGON1    | 1000       | 52.402690   | 5000       | 1.3101501e-03    | 3.9136503e-01    | 10001      | 5001       |
| Hager | TRIGON2    | 1000       | 0.102588    | 62         | 2.5510869e+02    | 9.9635855e-12    | 147        | 79         |
| Hager | VANDANMSLS | 1002       | 0.003859    | 2          | 8.2853724e+00    | 1.9774564e-08    | 5          | 3          |
| Hager | VARDIM     | 1000       | 0.003939    | 13         | 5.2115631e-21    | 1.4438229e-07    | 27         | 14         |
| Hager | VAREIGVL   | 5000       | 0.140085    | 207        | 3.1262814e-10    | 8.4425506e-07    | 415        | 208        |
| Hager | WOODS      | 4000       | 0.008866    | 24         | 3.3448974e-13    | 5.3658112e-07    | 54         | 30         |
run_test.sh ended on  Sat May 3 23:47:21 CEST 2025
