-----------------------------------------------------------
run_test.sh started on  Sat May 3 21:36:01 CEST 2025
-----------------------------------------------------------
| Methd | Problem    | n.vars     | time        | n.it       | fopt             | gnorm            | nfunc      | ngrad      |
| Hager | MCCORMCK   | 5000       | 0.017937    | 8          | -4.5665806e+03   | 1.3447254e-04    | 12         | 9          |
| Hager | MODBEALE   | 20000      | 0.311659    | 37         | 3.5217271e-08    | 2.0120728e-04    | 81         | 49         |
| Hager | MOREBV     | 5000       | 0.002520    | 0          | 1.5969074e-07    | 7.9904074e-04    | 1          | 1          |
| Hager | NCB20      | 5010       | 0.325951    | 115        | -1.1177801e+03   | 8.9713557e-04    | 238        | 116        |
| Hager | NCB20B     | 5000       | 0.068948    | 41         | 7.3513006e+03    | 9.3907853e-04    | 85         | 44         |
| Hager | NLMSURF    | 5625       | 1.037239    | 74         | 3.8953512e+01    | 8.4128123e-04    | 154        | 81         |
| Hager | NOBNDTOR   | 5184       | 0.025692    | 60         | -4.4992396e-01   | 6.8529478e-04    | 0          | 49         |
| Hager | NONCVXU2   | 5000       | 0.816832    | 367        | 1.1587001e+04    | 6.3855078e-04    | 857        | 374        |
| Hager | NONCVXUN   | 5000       | 5.660557    | 5000       | 1.1607758e+04    | 3.7144512e-03    | 10169      | 5001       |
| Hager | NONDIA     | 5000       | 0.002850    | 3          | 2.5696945e-04    | 6.1953900e-04    | 7          | 4          |
| Hager | NONDQUAR   | 5000       | 0.083847    | 27         | 9.2928643e-05    | 6.6093972e-04    | 54         | 32         |
| Hager | NONMSQRT   | 4900       | 45.604478   | 4061       | 7.0945288e+02    | 8.8080646e-04    | 8208       | 4098       |
| Hager | NONSCOMP   | 5000       | 0.008429    | 6          | 6.9335627e-12    | 4.7112928e-07    | 7          | 5          |
| Hager | OBSTCLAE   | 9604       | 0.028819    | 62         | 1.8867860e+00    | 7.8786850e-04    | 0          | 53         |
| Hager | OBSTCLAL   | 9604       | 0.019419    | 64         | 1.8865068e+00    | 8.9378400e-04    | 0          | 54         |
| Hager | OBSTCLBL   | 9604       | 0.041370    | 153        | 7.2721718e+00    | 7.9618188e-04    | 0          | 141        |
| Hager | OBSTCLBM   | 9604       | 0.017537    | 25         | 7.2722632e+00    | 7.1107990e-04    | 0          | 23         |
| Hager | OBSTCLBU   | 9604       | 0.030765    | 67         | 7.2722724e+00    | 9.6778519e-04    | 0          | 57         |
| Hager | ODC        | 5184       | 0.004333    | 0          | 0.0000000e+00    | 1.9837334e-04    | 0          | 0          |
| Hager | ODNAMUR    | 11130      | 277.196721  | 746        | 9.2365639e+03    | 8.4751497e-04    | 0          | 739        |
| Hager | OSCIGRAD   | 100000     | 0.711829    | 25         | 6.2010355e-15    | 3.3174763e-04    | 43         | 27         |
| Hager | OSCIPATH   | 5000       | 0.003852    | 6          | 9.9996667e-01    | 2.5157986e-04    | 13         | 7          |
| Hager | PENALTY1   | 1000       | 0.002296    | 9          | 7.2487937e-02    | 2.4970872e-04    | 19         | 10         |
| Hager | PENALTY2   | 1000       | 0.004351    | 1          | -nan             | 2.0507312e+38    | 29         | 28         |
| Hager | PENALTY3   | 1000       | 17.139221   | 93         | -2.6776960e-03   | 8.8750538e-04    | 400        | 302        |
| Hager | PENTDI     | 5000       | 0.002043    | 2          | -7.5000000e-01   | 0.0000000e+00    | 0          | 1          |
| Hager | POWELLBC   | 1000       | 19.110260   | 3495       | 3.1031914e+05    | 9.8138640e-04    | 5935       | 4699       |
| Hager | POWELLSG   | 5000       | 0.005533    | 17         | 5.0570386e-04    | 7.1005836e-04    | 35         | 18         |
| Hager | POWER      | 10000      | 0.076099    | 287        | 2.0369251e-05    | 9.9985420e-04    | 578        | 291        |
| Hager | PRICE3     | 2000       | 0.001951    | 11         | 1.5594581e-09    | 7.1149067e-04    | 23         | 12         |
| Hager | PROBPENL   | 1000       | 0.003388    | 3          | 1.9979980e-07    | 9.9802253e-08    | 3          | 2          |
| Hager | QING       | 1000       | 0.095984    | 34         | 1.3929274e-14    | 1.3101298e-06    | 71         | 42         |
| Hager | QRTQUAD    | 5000       | 1.159122    | 462        | -2.6485624e+11   | 5.8744808e-07    | 1109       | 584        |
| Hager | QUARTC     | 5000       | 0.005353    | 13         | 2.1475407e-03    | 4.6042505e-04    | 27         | 14         |
| Hager | SBRYBND    | 5000       | 0.572393    | 239        | 1.3928234e-07    | 6.9646898e-04    | 508        | 317        |
| Hager | SCHMVETT   | 5000       | 0.059512    | 13         | -1.4994000e+04   | 5.6934987e-06    | 26         | 15         |
| Hager | SCOSINE    | 5000       | 0.086607    | 33         | 1.5795712e+01    | 1.4383001e+06    | 147        | 109        |
| Hager | SCURLY10   | 10000      | 4.615939    | 5000       | -6.6124128e+05   | 3.5986422e+06    | 10379      | 5551       |
| Hager | SCURLY20   | 10000      | 9.933870    | 5000       | -6.8948083e+05   | 8.2075254e+06    | 10075      | 5293       |
| Hager | SCURLY30   | 10000      | 16.376928   | 5000       | -7.0745339e+05   | 1.7106246e+07    | 10050      | 5213       |
| Hager | SENSORS    | 1000       | 5.347242    | 21         | -2.1086916e+05   | 9.5960467e-04    | 49         | 29         |
| Hager | SINEALI    | 1000       | 0.007263    | 10         | -9.9900962e+04   | 7.4593338e-04    | 15         | 10         |
| Hager | SINQUAD    | 5000       | 0.015095    | 14         | -6.7570138e+06   | 8.1709717e-05    | 41         | 27         |
| Hager | SPARSINE   | 5000       | 0.366752    | 101        | 1.3100746e-05    | 8.2084584e-04    | 174        | 127        |
| Hager | SPARSQUR   | 10000      | 0.014247    | 10         | 1.2095410e-04    | 8.6552056e-04    | 21         | 11         |
| Hager | SPIN2LS    | 1002       | 10.438580   | 239        | 1.6064155e-10    | 8.5530344e-04    | 460        | 275        |
| Hager | SPINLS     | 1327       | 0.648697    | 1422       | 3.0488506e-03    | 5.6414177e-04    | 2671       | 2528       |
| Hager | SROSENBR   | 5000       | 0.004119    | 9          | 7.9313305e-08    | 1.9996659e-04    | 19         | 10         |
| Hager | SSBRYBND   | 5000       | 0.311747    | 68         | 1.0261555e-10    | 4.4954504e-04    | 147        | 79         |
| Hager | SSCOSINE   | 5000       | 0.295579    | 124        | -3.8458260e+03   | 1.3921675e+06    | 479        | 358        |
| Hager | STRTCHDV   | 1000       | 0.004500    | 6          | 6.9881596e-06    | 8.1431030e-04    | 16         | 10         |
| Hager | TESTQUAD   | 5000       | 0.044580    | 3          | -2.3180619e-06   | 1.2959477e-05    | 0          | 5          |
| Hager | TOINTGSS   | 5000       | 0.004686    | 3          | 1.0002001e+01    | 1.1662394e-05    | 7          | 4          |
| Hager | TORSION1   | 5184       | 0.091937    | 55         | -4.3026288e-01   | 4.6055566e-04    | 0          | 51         |
| Hager | TORSION3   | 5184       | 0.034712    | 26         | -1.2168405e+00   | 6.8151628e-04    | 0          | 21         |
| Hager | TORSION4   | 5184       | 0.029686    | 27         | -1.2168219e+00   | 9.9104313e-04    | 0          | 21         |
| Hager | TORSION5   | 5184       | 0.005081    | 14         | -2.8633302e+00   | 7.9045519e-04    | 0          | 11         |
| Hager | TORSION6   | 5184       | 0.004924    | 17         | -2.8633755e+00   | 8.2591339e-04    | 0          | 13         |
| Hager | TORSIONA   | 5184       | 0.291153    | 77         | -4.1827937e-01   | 8.6230762e-04    | 0          | 76         |
| Hager | TORSIONC   | 5184       | 0.033464    | 26         | -1.2040964e+00   | 6.5900492e-04    | 0          | 21         |
| Hager | TORSIOND   | 5184       | 0.030348    | 27         | -1.2040747e+00   | 9.9106985e-04    | 0          | 21         |
| Hager | TORSIONE   | 5184       | 0.005947    | 15         | -2.8502461e+00   | 8.3585680e-04    | 0          | 12         |
| Hager | TORSIONF   | 5184       | 0.005644    | 17         | -2.8502447e+00   | 8.3018564e-04    | 0          | 13         |
| Hager | TQUARTIC   | 5000       | 0.007895    | 13         | 8.1695561e-14    | 6.6390162e-05    | 36         | 23         |
| Hager | TRIDIA     | 5000       | 0.038308    | 3          | 5.1659299e-09    | 1.5547012e-06    | 0          | 5          |
| Hager | TRIGON1    | 1000       | 54.354895   | 5000       | 1.3101501e-03    | 3.9136503e-01    | 10001      | 5001       |
| Hager | TRIGON2    | 1000       | 0.201231    | 61         | 2.5510869e+02    | 3.0061919e-06    | 146        | 78         |
| Hager | VANDANMSLS | 1002       | 0.002720    | 2          | 8.2853724e+00    | 1.9774564e-08    | 5          | 3          |
| Hager | VARDIM     | 1000       | 0.002152    | 13         | 5.2115631e-21    | 1.4438229e-07    | 27         | 14         |
| Hager | VAREIGVL   | 5000       | 0.024245    | 30         | 3.7416620e-05    | 9.7188008e-04    | 61         | 31         |
| Hager | WOODS      | 4000       | 0.007125    | 22         | 7.6171899e-07    | 6.3349516e-04    | 50         | 28         |
run_test.sh ended on  Sat May 3 22:05:51 CEST 2025
