-----------------------------------------------------------
run_test.sh started on  Sun May 4 12:07:27 CEST 2025
-----------------------------------------------------------
| Methd | Problem    | n.vars     | time        | n.it       | fopt             | gnorm            | nfunc      | ngrad      |
| Hager (no hess) | FLETCHCR   | 1000       | 0.020951    | 284        | 1.1414149e-14    | 8.3257971e-07    | 558        | 308        |
| Hager (no hess) | FMINSRF2   | 5625       | 0.178872    | 346        | 1.0000241e+00    | 9.4412169e-07    | 693        | 347        |
| Hager (no hess) | FMINSURF   | 5625       | 0.250221    | 473        | 1.0000000e+00    | 9.7700380e-07    | 947        | 474        |
| Hager (no hess) | FREUROTH   | 5000       | 0.018447    | 23         | 6.0815919e+05    | 8.9691435e-07    | 54         | 40         |
| Hager (no hess) | GENHUMPS   | 5000       | 3.719793    | 5000       | 8.3081566e+00    | 4.2122562e-01    | 10052      | 5053       |
| Hager (no hess) | GENROSE    | 1000       | 0.134018    | 2064       | 1.0000000e+00    | 9.2553981e-07    | 4134       | 2076       |
| Hager (no hess) | GENROSEB   | 1000       | 0.107126    | 1366       | 3.1939449e+03    | 3.5527137e-15    | 1858       | 1263       |
| Hager (no hess) | GRIDGENA   | 6218       | 0.122165    | 158        | 2.3520000e+04    | 9.5358785e-07    | 259        | 213        |
| Hager (no hess) | HILBERTA   | 1000       | 0.030270    | 24         | 8.0103309e-08    | 6.5986657e-07    | 0          | 28         |
| Hager (no hess) | HILBERTB   | 1000       | 0.013065    | 6          | 1.0580670e-18    | 1.9821765e-09    | 0          | 10         |
| Hager (no hess) | INDEFM     | 100000     | 29.397626   | 1361       | -9.8632135e+06   | 3.4053619e-07    | 3350       | 2073       |
| Hager (no hess) | INTEQNELS  | 1002       | 0.071792    | 6          | 6.6751279e-13    | 1.0575237e-07    | 13         | 7          |
| Hager (no hess) | JNLBRNG1   | 9604       | 0.127160    | 1045       | -1.8057327e-01   | 8.8236349e-07    | 0          | 1034       |
| Hager (no hess) | JNLBRNG2   | 9604       | 0.143977    | 1342       | -4.1486528e+00   | 9.1245202e-07    | 0          | 1334       |
| Hager (no hess) | JNLBRNGA   | 9604       | 0.108392    | 876        | -2.7110178e-01   | 9.6934343e-07    | 0          | 866        |
| Hager (no hess) | JNLBRNGB   | 9604       | 0.385335    | 3926       | -6.3006867e+00   | 9.9046843e-07    | 0          | 3919       |
| Hager (no hess) | KSSLS      | 1000       | 0.138466    | 10         | 1.8745614e-15    | 1.0354661e-08    | 26         | 16         |
| Hager (no hess) | LIARWHD    | 5000       | 0.009211    | 19         | 4.2038521e-27    | 4.4233506e-12    | 42         | 23         |
| Hager (no hess) | LINVERSE   | 1999       | 0.016680    | 58         | 6.8200000e+02    | 4.0543471e-07    | 91         | 67         |
| Hager (no hess) | LMINSURF   | 5625       | 0.267148    | 509        | 9.0000000e+00    | 9.0118860e-07    | 1021       | 512        |
| Hager (no hess) | LUKSAN11LS | 1000       | 0.333077    | 5000       | 7.0190497e+02    | 6.5068107e+00    | 10003      | 5003       |
| Hager (no hess) | LUKSAN12LS | 998        | 0.027675    | 179        | 2.0061069e+04    | 7.9917201e-07    | 352        | 257        |
| Hager (no hess) | LUKSAN13LS | 998        | 0.020104    | 128        | 2.6246804e+05    | 6.0908550e-07    | 230        | 200        |
| Hager (no hess) | LUKSAN14LS | 998        | 0.012448    | 137        | 1.3015172e+03    | 6.6748293e-07    | 261        | 176        |
| Hager (no hess) | LUKSAN15LS | 1000       | 0.023762    | 27         | 3.6352627e+01    | 6.4871621e-07    | 58         | 41         |
| Hager (no hess) | LUKSAN16LS | 1000       | 0.015447    | 30         | 3.6352627e+01    | 6.2725331e-07    | 55         | 37         |
| Hager (no hess) | LUKSAN17LS | 1000       | 0.563015    | 557        | 5.0221935e+00    | 8.3909467e-07    | 1039       | 646        |
| Hager (no hess) | LUKSAN21LS | 1000       | 0.268169    | 5000       | 1.2379007e+02    | 1.4132523e-01    | 10001      | 5001       |
| Hager (no hess) | LUKSAN22LS | 1000       | 0.407449    | 1595       | 8.9689405e+03    | 8.1162985e-07    | 2548       | 2951       |
| Hager (no hess) | MANCINO    | 1000       | 3220.169885 | 5000       | 7.4855555e-15    | 4.4869772e-04    | 23013      | 27933      |
| Hager (no hess) | MCCORMCK   | 5000       | 0.013609    | 14         | -4.5665806e+03   | 3.6748195e-07    | 22         | 18         |
| Hager (no hess) | MODBEALE   | 20000      | 0.836341    | 230        | 1.6174421e-12    | 9.4750480e-07    | 469        | 239        |
| Hager (no hess) | MOREBV     | 5000       | 0.065889    | 161        | 1.0864330e-10    | 9.9408232e-07    | 168        | 317        |
| Hager (no hess) | NCB20      | 5010       | 7.475032    | 5000       | -1.1174683e+03   | 5.0381294e-06    | 9615       | 6072       |
| Hager (no hess) | NCB20B     | 5000       | 6.666503    | 3036       | 7.3513006e+03    | 8.0105705e-07    | 4795       | 6298       |
| Hager (no hess) | NLMSURF    | 5625       | 1.637646    | 3551       | 3.8948985e+01    | 9.7147518e-07    | 7078       | 3585       |
| Hager (no hess) | NOBNDTOR   | 5184       | 0.056667    | 675        | -4.4993323e-01   | 8.8255270e-07    | 0          | 662        |
| Hager (no hess) | NONCVXU2   | 5000       | 2.693153    | 5000       | 1.1584834e+04    | 7.5534729e-05    | 10001      | 5001       |
| Hager (no hess) | NONCVXUN   | 5000       | 2.702281    | 5000       | 1.1608689e+04    | 3.0738973e-02    | 10001      | 5001       |
| Hager (no hess) | NONDIA     | 5000       | 0.006660    | 6          | 1.0989098e-20    | 1.0090968e-07    | 25         | 19         |
| Hager (no hess) | NONDQUAR   | 5000       | 0.445756    | 2378       | 1.7811497e-06    | 7.8984817e-07    | 4761       | 2383       |
| Hager (no hess) | NONMSQRT   | 4900       | 27.319282   | 5000       | 7.3056602e+02    | 3.1262640e+00    | 10003      | 5003       |
| Hager (no hess) | NONSCOMP   | 5000       | 0.006311    | 9          | 9.6729071e-19    | 3.3462531e-09    | 15         | 8          |
| Hager (no hess) | OBSTCLAE   | 9604       | 0.063126    | 501        | 1.8864612e+00    | 8.7450074e-07    | 0          | 491        |
| Hager (no hess) | OBSTCLAL   | 9604       | 0.040549    | 388        | 1.8864612e+00    | 9.7090485e-07    | 0          | 376        |
| Hager (no hess) | OBSTCLBL   | 9604       | 0.062571    | 490        | 7.2721559e+00    | 8.1615481e-07    | 0          | 482        |
| Hager (no hess) | OBSTCLBM   | 9604       | 0.032944    | 185        | 7.2721559e+00    | 8.6529850e-07    | 0          | 181        |
| Hager (no hess) | OBSTCLBU   | 9604       | 0.050576    | 432        | 7.2721559e+00    | 8.3723085e-07    | 0          | 423        |
| Hager (no hess) | ODC        | 5184       | 0.241595    | 271        | -1.1371796e-02   | 9.8741134e-07    | 542        | 271        |
| Hager (no hess) | ODNAMUR    | 11130      | 34.895016   | 5733       | 9.6856474e+03    | inf              | 0          | 5731       |
| Hager (no hess) | OSCIGRAD   | 100000     | 0.878561    | 86         | 4.5410718e-20    | 6.7590378e-07    | 166        | 96         |
| Hager (no hess) | OSCIPATH   | 5000       | 0.006113    | 10         | 9.9996667e-01    | 9.7177155e-07    | 19         | 13         |
| Hager (no hess) | PENALTY1   | 1000       | 0.003352    | 23         | 9.6861805e-03    | 6.4943218e-07    | 61         | 38         |
| Hager (no hess) | PENALTY2   | 1000       | 0.005417    | 1          | -nan             | 2.0507312e+38    | 29         | 28         |
| Hager (no hess) | PENALTY3   | 1000       | 439.973635  | 966        | 2.0053668e-02    | 9.5719272e-07    | 9042       | 8248       |
| Hager (no hess) | PENTDI     | 5000       | 0.001956    | 2          | -7.5000000e-01   | 0.0000000e+00    | 0          | 1          |
| Hager (no hess) | POWELLBC   | 1000       | 22.677962   | 4048       | 3.1031914e+05    | 7.7856142e-07    | 6705       | 6022       |
| Hager (no hess) | POWELLSG   | 5000       | 0.007713    | 26         | 8.6643645e-12    | 1.2018764e-07    | 53         | 27         |
| Hager (no hess) | POWER      | 10000      | 0.103044    | 375        | 1.7626614e-09    | 9.3963637e-07    | 754        | 379        |
| Hager (no hess) | PRICE3     | 2000       | 0.002132    | 13         | 1.6782129e-23    | 6.5576344e-11    | 27         | 14         |
| Hager (no hess) | PROBPENL   | 1000       | 0.003595    | 3          | 1.9979980e-07    | 9.9802253e-08    | 3          | 2          |
| Hager (no hess) | QING       | 1000       | 0.014112    | 233        | 4.9924355e-14    | 9.2395203e-07    | 387        | 323        |
| Hager (no hess) | QRTQUAD    | 5000       | 0.548503    | 2145       | -2.6485497e+11   | 8.0704376e-07    | 3897       | 4973       |
| Hager (no hess) | QUARTC     | 5000       | 0.008016    | 21         | 7.3281603e-08    | 4.9243335e-07    | 51         | 30         |
| Hager (no hess) | SBRYBND    | 5000       | 2.755108    | 5000       | 3.9292797e+04    | 5.3510756e+05    | 10053      | 5053       |
| Hager (no hess) | SCHMVETT   | 5000       | 0.052116    | 43         | -1.4994000e+04   | 6.4347042e-07    | 73         | 60         |
| Hager (no hess) | SCOSINE    | 5000       | 2.287517    | 5000       | 2.4417438e+02    | 5.4800793e+05    | 10004      | 5004       |
| Hager (no hess) | SCURLY10   | 10000      | 3.161638    | 5000       | -6.6243795e+05   | 2.9438644e+06    | 10053      | 5053       |
| Hager (no hess) | SCURLY20   | 10000      | 4.696165    | 5000       | -6.8104596e+05   | 8.3733470e+06    | 10071      | 5071       |
| Hager (no hess) | SCURLY30   | 10000      | 6.468149    | 5000       | -6.9696212e+05   | 6.7430630e+06    | 10056      | 5059       |
| Hager (no hess) | SENSORS    | 1000       | 6.708332    | 25         | -2.1086916e+05   | 7.5572789e-08    | 55         | 39         |
| Hager (no hess) | SINEALI    | 1000       | 0.006540    | 45         | -9.9900962e+04   | 6.2703748e-07    | 76         | 63         |
| Hager (no hess) | SINQUAD    | 5000       | 0.015442    | 15         | -6.7570138e+06   | 6.5529093e-09    | 42         | 29         |
| Hager (no hess) | SPARSINE   | 5000       | 4.042272    | 5000       | 8.3018303e-08    | 1.2166509e-03    | 5289       | 9715       |
| Hager (no hess) | SPARSQUR   | 10000      | 0.035376    | 28         | 4.5105214e-10    | 7.0213734e-08    | 64         | 36         |
| Hager (no hess) | SPIN2LS    | 1002       | 15.519575   | 330        | 5.0495904e-17    | 3.3749164e-07    | 551        | 457        |
| Hager (no hess) | SPINLS     | 1327       | 1.290921    | 2658       | 1.7141696e-06    | 2.7731792e-01    | 4249       | 5335       |
| Hager (no hess) | SROSENBR   | 5000       | 0.004787    | 11         | 4.2391300e-19    | 4.8310200e-10    | 23         | 12         |
| Hager (no hess) | SSBRYBND   | 5000       | 2.713237    | 5000       | 5.0547916e-07    | 2.0072641e-02    | 10025      | 5025       |
| Hager (no hess) | SSCOSINE   | 5000       | 2.438412    | 5000       | -3.1306665e+03   | 3.6228812e+03    | 10008      | 5008       |
| Hager (no hess) | STRTCHDV   | 1000       | 0.008484    | 17         | 1.2646976e-10    | 1.5076405e-07    | 38         | 21         |
| Hager (no hess) | TESTQUAD   | 5000       | 0.080062    | 1589       | 1.3251414e-13    | 9.7395035e-07    | 0          | 1595       |
| Hager (no hess) | TOINTGSS   | 5000       | 0.004451    | 4          | 1.0002001e+01    | 2.2872519e-07    | 9          | 5          |
| Hager (no hess) | TORSION1   | 5184       | 0.029855    | 414        | -4.3027580e-01   | 9.5435596e-07    | 0          | 402        |
| Hager (no hess) | TORSION3   | 5184       | 0.008856    | 146        | -1.2169561e+00   | 8.7716592e-07    | 0          | 140        |
| Hager (no hess) | TORSION4   | 5184       | 0.009674    | 148        | -1.2169561e+00   | 8.7716298e-07    | 0          | 141        |
| Hager (no hess) | TORSION5   | 5184       | 0.005397    | 62         | -2.8633780e+00   | 9.7163931e-07    | 0          | 58         |
| Hager (no hess) | TORSION6   | 5184       | 0.005268    | 64         | -2.8633780e+00   | 9.7199182e-07    | 0          | 59         |
| Hager (no hess) | TORSIONA   | 5184       | 0.029650    | 402        | -4.1829615e-01   | 8.9859491e-07    | 0          | 390        |
| Hager (no hess) | TORSIONC   | 5184       | 0.009190    | 146        | -1.2042089e+00   | 8.7768078e-07    | 0          | 140        |
| Hager (no hess) | TORSIOND   | 5184       | 0.008723    | 147        | -1.2042089e+00   | 8.7815532e-07    | 0          | 140        |
| Hager (no hess) | TORSIONE   | 5184       | 0.004737    | 63         | -2.8502479e+00   | 9.7221419e-07    | 0          | 59         |
| Hager (no hess) | TORSIONF   | 5184       | 0.004959    | 65         | -2.8502479e+00   | 9.6662096e-07    | 0          | 60         |
| Hager (no hess) | TQUARTIC   | 5000       | 0.006829    | 14         | 4.0368856e-21    | 9.9379174e-09    | 38         | 24         |
| Hager (no hess) | TRIDIA     | 5000       | 0.052986    | 781        | 0.0000000e+00    | 9.5392544e-07    | 0          | 787        |
| Hager (no hess) | TRIGON1    | 1000       | 57.679732   | 5000       | 1.3101501e-03    | 3.9136503e-01    | 10001      | 5001       |
| Hager (no hess) | TRIGON2    | 1000       | 0.044531    | 174        | 2.5423432e+02    | 9.2330574e-07    | 324        | 226        |
| Hager (no hess) | VANDANMSLS | 1002       | 0.002885    | 2          | 8.2853724e+00    | 1.9774564e-08    | 5          | 3          |
| Hager (no hess) | VARDIM     | 1000       | 0.002357    | 13         | 5.2115631e-21    | 1.4438229e-07    | 27         | 14         |
| Hager (no hess) | VAREIGVL   | 5000       | 0.149643    | 207        | 3.1262814e-10    | 8.4425506e-07    | 415        | 208        |
| Hager (no hess) | WOODS      | 4000       | 0.007978    | 24         | 3.3448974e-13    | 5.3658112e-07    | 54         | 30         |
run_test.sh ended on  Sun May 4 13:42:53 CEST 2025
