| Algorithm    | prob     | n     | t                     | n_it   | f_opt                   | g_norm                 | fevals   | gevals   | nfails   | cosmin               | cosmax                 |
| QPS          | DIXMAANA | 3000  | 0.0039031505584716797 | 6      | 1.0000000003494212      | 8.237677875958357e-07  | 22       | 8        | 1        | --                   | --                     |
| QPS-roma     | DIXMAANA | 3000  | 0.012068748474121094  | 9      | 1.000085680045394       | 0.00041471833799638084 | 85       | 11       | 1        | -0.999994233541379   | 0.9761919796429        |
| QPS-roma_box | DIXMAANA | 3000  | 0.0035572052001953125 | 6      | 1.0000000003494212      | 8.237677875958357e-07  | 22       | 8        | 1        | -0.5206489778776191  | -0.5206489778776191    |
| scipy_lbfgs  | DIXMAANA | 3000  | 0.006707668304443359  | 9      | 1.0002602369299431      | 0.0008019704517347187  | 11       | 11       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANB | 3000  | 0.00380706787109375   | 5      | 1.0000000514996978      | 5.3105867580950136e-05 | 19       | 7        | 1        | --                   | --                     |
| QPS-roma     | DIXMAANB | 3000  | 0.004384756088256836  | 5      | 1.0000000514996978      | 5.3105867580950136e-05 | 30       | 7        | 1        | inf                  | -inf                   |
| QPS-roma_box | DIXMAANB | 3000  | 0.0033223628997802734 | 5      | 1.0000000514996978      | 5.3105867580950136e-05 | 19       | 7        | 1        | inf                  | -inf                   |
| scipy_lbfgs  | DIXMAANB | 3000  | 0.007002592086791992  | 9      | 1.0000100938776726      | 0.0006158030962495605  | 11       | 11       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANC | 3000  | 0.004250049591064453  | 5      | 1.0000001632758875      | 0.00045666875639049307 | 20       | 7        | 1        | --                   | --                     |
| QPS-roma     | DIXMAANC | 3000  | 0.0050945281982421875 | 5      | 1.0000001632758875      | 0.00045666875639049307 | 31       | 7        | 1        | inf                  | -inf                   |
| QPS-roma_box | DIXMAANC | 3000  | 0.0032019615173339844 | 5      | 1.0000001632758875      | 0.00045666875639049307 | 20       | 7        | 1        | inf                  | -inf                   |
| scipy_lbfgs  | DIXMAANC | 3000  | 0.008003473281860352  | 11     | 1.0000001567050585      | 8.299074456547609e-05  | 13       | 13       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAAND | 3000  | 0.004389524459838867  | 6      | 1.0000000002411655      | 5.413909853142854e-06  | 25       | 8        | 1        | --                   | --                     |
| QPS-roma     | DIXMAAND | 3000  | 0.006540060043334961  | 6      | 1.0000002900330205      | 0.00021568028393493838 | 47       | 8        | 1        | -0.18738881061693188 | -0.18738881061693188   |
| QPS-roma_box | DIXMAAND | 3000  | 0.003922224044799805  | 6      | 1.0000000002411655      | 5.413909853142854e-06  | 25       | 8        | 1        | -0.18738881061693188 | -0.18738881061693188   |
| scipy_lbfgs  | DIXMAAND | 3000  | 0.008716344833374023  | 12     | 1.0000063122524319      | 0.0007019886026321261  | 14       | 14       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANE | 3000  | 0.02647113800048828   | 42     | 1.0014740907540733      | 0.0009712552889779974  | 166      | 44       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANE | 3000  | 0.4569282531738281    | 217    | 1.000441757481235       | 0.0005869318639911562  | 3170     | 219      | 1        | -0.99999650811847    | 0.9999571306273625     |
| QPS-roma_box | DIXMAANE | 3000  | 0.027314424514770508  | 42     | 1.0014740907540733      | 0.0009712552889779974  | 166      | 44       | 1        | -0.8143348190416959  | 4.212585148268305e-08  |
| scipy_lbfgs  | DIXMAANE | 3000  | 0.05153846740722656   | 76     | 1.0012143542213243      | 0.0008742075457805209  | 81       | 81       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANF | 3000  | 0.01818704605102539   | 28     | 1.000540707686668       | 0.0009833640037541643  | 111      | 30       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANF | 3000  | 0.08559036254882812   | 49     | 1.0007670705743803      | 0.0007267370848274102  | 611      | 51       | 3        | -0.9998273403690835  | 0.9999890331120118     |
| QPS-roma_box | DIXMAANF | 3000  | 0.0185244083404541    | 28     | 1.000540707686668       | 0.0009833640037541643  | 111      | 30       | 1        | -0.7408274122440822  | 0.0004225645804940033  |
| scipy_lbfgs  | DIXMAANF | 3000  | 0.0260164737701416    | 46     | 1.0008362980165508      | 0.0009272754546412129  | 49       | 49       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANG | 3000  | 0.045400142669677734  | 72     | 1.0598957782726426      | 0.0008200866345784551  | 287      | 74       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANG | 3000  | 0.10145902633666992   | 59     | 1.0009620802955768      | 0.0008206040318112954  | 745      | 61       | 3        | -0.9999999999999841  | 0.999732052284353      |
| QPS-roma_box | DIXMAANG | 3000  | 0.0462038516998291    | 72     | 1.0598957782726426      | 0.0008200866345784551  | 287      | 74       | 1        | -0.9282545545327026  | 0.20264573188640314    |
| scipy_lbfgs  | DIXMAANG | 3000  | 0.02803778648376465   | 50     | 1.000612759585141       | 0.0007388053284054241  | 52       | 52       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANH | 3000  | 0.015719175338745117  | 24     | 1.000507036374276       | 0.0009625106801563656  | 97       | 26       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANH | 3000  | 0.07312583923339844   | 48     | 1.0011711026385306      | 0.0008388406496635915  | 543      | 50       | 3        | -0.9999999999999983  | 0.9998420205504053     |
| QPS-roma_box | DIXMAANH | 3000  | 0.015358209609985352  | 24     | 1.000507036374276       | 0.0009625106801563656  | 97       | 26       | 1        | -0.5115456565499382  | 0.0003496754591479276  |
| scipy_lbfgs  | DIXMAANH | 3000  | 0.02415752410888672   | 43     | 1.0009662717496832      | 0.0009659073724102671  | 46       | 46       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANI | 3000  | 0.0587615966796875    | 95     | 1.0014202516190867      | 0.0009808154374253157  | 378      | 97       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANI | 3000  | 3.5123112201690674    | 1571   | 1.0001019100367947      | 0.0008376294059725897  | 23231    | 1573     | 2        | -0.9999999999999994  | 0.9999999430034329     |
| QPS-roma_box | DIXMAANI | 3000  | 0.06072115898132324   | 95     | 1.0014202516190867      | 0.0009808154374253157  | 378      | 97       | 1        | -0.8765288169708391  | 0.00012311251188456656 |
| scipy_lbfgs  | DIXMAANI | 3000  | 0.05116748809814453   | 96     | 1.011262311654225       | 0.0009108866067485082  | 100      | 100      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANJ | 3000  | 0.12415099143981934   | 211    | 1.1652184410734572      | 0.0006712550801696388  | 822      | 213      | 4        | --                   | --                     |
| QPS-roma     | DIXMAANJ | 3000  | 0.4091956615447998    | 385    | 1.1989431275388387      | 0.00092625528085259    | 2892     | 387      | 56       | -1.0                 | 0.9999848201425299     |
| QPS-roma_box | DIXMAANJ | 3000  | 0.141815185546875     | 212    | 1.1651795547368584      | 0.0007947332151655312  | 860      | 237      | 3        | -0.9987450051900087  | 0.47932490596267335    |
| scipy_lbfgs  | DIXMAANJ | 3000  | 0.021658897399902344  | 38     | 1.0006464740166376      | 0.0005320639521329033  | 42       | 42       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANK | 3000  | 0.10153603553771973   | 179    | 1.515085154667381       | 0.0003989537659485346  | 650      | 181      | 11       | --                   | --                     |
| QPS-roma     | DIXMAANK | 3000  | 6.133845329284668     | 2895   | 1.0000015916712897      | 3.8066604085481084e-05 | 41925    | 2897     | 3        | -0.9999999999999962  | 0.9999999999989595     |
| QPS-roma_box | DIXMAANK | 3000  | 0.13555574417114258   | 179    | 1.4908891577768515      | 0.0009542164345811407  | 734      | 236      | 8        | -0.9980965246482789  | 0.5021300170761063     |
| scipy_lbfgs  | DIXMAANK | 3000  | 0.017719268798828125  | 30     | 1.0015342519077375      | 0.0006470894806847404  | 33       | 33       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANL | 3000  | 0.10941815376281738   | 222    | 2.5489157687364976      | 0.00039223816122103966 | 683      | 224      | 31       | --                   | --                     |
| QPS-roma     | DIXMAANL | 3000  | 0.2899489402770996    | 282    | 2.613788883794567       | 0.0008465719543881299  | 2018     | 284      | 42       | -0.9999999999999996  | 0.9998983575561939     |
| QPS-roma_box | DIXMAANL | 3000  | 0.15665626525878906   | 169    | 2.510788290832544       | 0.0006055446695161025  | 747      | 284      | 11       | -0.9998017526476249  | 0.5162886027137811     |
| scipy_lbfgs  | DIXMAANL | 3000  | 0.0225982666015625    | 37     | 1.0002975743671665      | 0.0008299733435068512  | 40       | 40       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANM | 3000  | 0.09778976440429688   | 152    | 1.0019128105386905      | 0.0009644456166056626  | 605      | 154      | 1        | --                   | --                     |
| QPS-roma     | DIXMAANM | 3000  | 6.094149589538574     | 2784   | 1.0000622139308974      | 1.5229410000981212e-05 | 40626    | 2786     | 13       | -1.0                 | 0.9999999985259532     |
| QPS-roma_box | DIXMAANM | 3000  | 0.09879326820373535   | 152    | 1.0019128105386905      | 0.0009644456166056626  | 605      | 154      | 1        | -0.9535017362069066  | 0.031142031851158866   |
| scipy_lbfgs  | DIXMAANM | 3000  | 0.05128121376037598   | 95     | 1.0103517626111953      | 0.0008297833304764569  | 100      | 100      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANN | 3000  | 0.027173757553100586  | 43     | 1.0036519895868927      | 0.0009449578357801881  | 170      | 45       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANN | 3000  | 0.15725255012512207   | 107    | 1.003892939368463       | 0.0008981161463339741  | 1158     | 109      | 8        | -1.0                 | 0.9998080230263371     |
| QPS-roma_box | DIXMAANN | 3000  | 0.026691198348999023  | 43     | 1.0036519895868927      | 0.0009449578357801881  | 170      | 45       | 1        | -0.8556190044898329  | 0.012577102850980149   |
| scipy_lbfgs  | DIXMAANN | 3000  | 0.025015830993652344  | 46     | 1.0030454717733701      | 0.0008306800247340206  | 48       | 48       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANO | 3000  | 0.026549100875854492  | 42     | 1.0029852217552495      | 0.0009167043366511696  | 167      | 44       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANO | 3000  | 0.33623218536376953   | 221    | 1.0030313526665482      | 0.0008655903528046397  | 2505     | 223      | 14       | -1.0000000000000002  | 0.9999999999999986     |
| QPS-roma_box | DIXMAANO | 3000  | 0.026660680770874023  | 42     | 1.0029852217552495      | 0.0009167043366511696  | 167      | 44       | 1        | -0.7009325419109854  | 0.00783680599086947    |
| scipy_lbfgs  | DIXMAANO | 3000  | 0.03088068962097168   | 56     | 1.0008916345169183      | 0.0007650052143371806  | 60       | 60       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANP | 3000  | 0.0244596004486084    | 39     | 1.0025528896871847      | 0.0009446051031044957  | 156      | 41       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANP | 3000  | 0.15413975715637207   | 89     | 1.0024382538293066      | 0.000936501901566137   | 1161     | 91       | 3        | -0.9999999999927963  | 0.9988683236338562     |
| QPS-roma_box | DIXMAANP | 3000  | 0.02463984489440918   | 39     | 1.0025528896871847      | 0.0009446051031044957  | 156      | 41       | 1        | -0.9846816253577892  | 0.0017372430308027888  |
| scipy_lbfgs  | DIXMAANP | 3000  | 0.024085521697998047  | 43     | 1.0019437328393535      | 0.0008614896694746716  | 46       | 46       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | EDENSCH  | 10000 | 0.05120086669921875   | 24     | 60003.284592067204      | 0.0004757799597431455  | 87       | 26       | 4        | --                   | --                     |
| QPS-roma     | EDENSCH  | 10000 | 0.2667829990386963    | 46     | 60003.28459203774       | 0.0003368851185368005  | 581      | 48       | 2        | -0.9995892083099827  | 0.9998407376652758     |
| QPS-roma_box | EDENSCH  | 10000 | 0.05967998504638672   | 24     | 60003.284592067204      | 0.0004757799597431455  | 94       | 31       | 4        | -0.9998095431839468  | -0.06879998728221867   |
| scipy_lbfgs  | EDENSCH  | 10000 | 0.05986928939819336   | 25     | 60003.28459213511       | 0.0008150276407352663  | 31       | 31       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | ENGVAL1  | 5000  | 0.01451253890991211   | 14     | 5548.668419631399       | 0.0008576701857487616  | 62       | 16       | 1        | --                   | --                     |
| QPS-roma     | ENGVAL1  | 5000  | 0.10205268859863281   | 40     | 5548.668419788779       | 0.00013200835138782452 | 535      | 42       | 1        | -1.0000000000000013  | 0.9999989326428539     |
| QPS-roma_box | ENGVAL1  | 5000  | 0.014403343200683594  | 14     | 5548.668419631399       | 0.0008576701857487616  | 62       | 16       | 1        | -0.780758294790867   | 0.8576976568890899     |
| scipy_lbfgs  | ENGVAL1  | 5000  | 0.01483607292175293   | 15     | 5548.668419476293       | 0.0005993330316806933  | 17       | 17       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | FLETCBV3 | 5000  | 10.215975046157837    | 5000   | -1.2833940710658442e+17 | 2.098957782405607      | 17846    | 5002     | 308      | --                   | --                     |
| QPS-roma     | FLETCBV3 | 5000  | 13.868090152740479    | 5000   | 1.1290112441923475e+22  | 1355025.568652177      | 21991    | 5002     | 909      | -0.9999999999998346  | 0.9999999999994507     |
| QPS-roma_box | FLETCBV3 | 5000  | 12.573858499526978    | 5000   | -1.2799349688487214e+17 | 1.509875940411536      | 19592    | 5140     | 93       | -0.9999997668630725  | 0.04871757164968172    |
| scipy_lbfgs  | FLETCBV3 | 5000  | 9.617140769958496     | 5000   | -1.2932880058330131e+17 | 4.954978338156552      | 5059     | 5059     | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | FLETCHCR | 1000  | 0.0449066162109375    | 188    | 1.751532693652869e-07   | 0.0009223331525183568  | 751      | 190      | 1        | --                   | --                     |
| QPS-roma     | FLETCHCR | 1000  | 3.6782588958740234    | 5000   | 986.8438584800435       | 36.54093786098634      | 62060    | 5002     | 243      | -1.0000000000000002  | 0.9999999659940944     |
| QPS-roma_box | FLETCHCR | 1000  | 0.04779624938964844   | 188    | 1.751532693652869e-07   | 0.0009223331525183568  | 751      | 190      | 1        | -0.7430135362644199  | 0.01559818040862202    |
| scipy_lbfgs  | FLETCHCR | 1000  | 0.9544506072998047    | 4917   | 2.6418651004708996e-09  | 0.000529302692734769   | 5820     | 5820     | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | FMINSURF | 5625  | 0.28925085067749023   | 258    | 1.0027684573789692      | 0.0009949385379678887  | 955      | 260      | 12       | --                   | --                     |
| QPS-roma     | FMINSURF | 5625  | 0.7842392921447754    | 379    | 1.075937626805159       | 0.0008474231942199354  | 3210     | 381      | 48       | -0.9999988690445575  | 0.9992271154742155     |
| QPS-roma_box | FMINSURF | 5625  | 0.303027868270874     | 241    | 1.0013715584194043      | 0.0008848990419144252  | 968      | 256      | 2        | -0.9985610786606661  | 0.14345486415171962    |
| scipy_lbfgs  | FMINSURF | 5625  | 0.18835091590881348   | 174    | 1.0183890359731378      | 0.000997127493083721   | 178      | 178      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | LIARWHD  | 5000  | 0.03219914436340332   | 41     | 1.84564340298385e-12    | 0.0002604635663622843  | 149      | 43       | 6        | --                   | --                     |
| QPS-roma     | LIARWHD  | 5000  | 1.2567715644836426    | 462    | 8.311867679423793e-06   | 0.00016355064326232225 | 6454     | 464      | 8        | -1.0000000000000135  | 0.9999999999993748     |
| QPS-roma_box | LIARWHD  | 5000  | 1.9331145286560059    | 381    | 1.78715185927954e-13    | 1.4796708082531229e-06 | 4448     | 2930     | 1        | -0.9999984043158342  | 0.14606299189971614    |
| scipy_lbfgs  | LIARWHD  | 5000  | 0.0220797061920166    | 23     | 1.0387284996222966e-15  | 6.520133757788904e-06  | 27       | 27       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | MOREBV   | 5000  | 0.0008502006530761719 | 0      | 1.5969074274173896e-07  | 0.0007990407356545355  | 2        | 2        | 0        | --                   | --                     |
| QPS-roma     | MOREBV   | 5000  | 0.0005669593811035156 | 0      | 1.5969074274173896e-07  | 0.0007990407356545355  | 2        | 2        | 0        | inf                  | -inf                   |
| QPS-roma_box | MOREBV   | 5000  | 0.0005173683166503906 | 0      | 1.5969074274173896e-07  | 0.0007990407356545355  | 2        | 2        | 0        | inf                  | -inf                   |
| scipy_lbfgs  | MOREBV   | 5000  | 0.0038623809814453125 | 0      | 1.5969074274173896e-07  | 0.0007990407356545355  | 1        | 1        | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | NCB20    | 5010  | 1.3168106079101562    | 316    | -840.362891836256       | 0.0008274308971971539  | 1012     | 318      | 44       | --                   | --                     |
| QPS-roma     | NCB20    | 5010  | 6.330332279205322     | 562    | -791.8841777632911      | 0.0005341113767912799  | 6093     | 564      | 45       | -0.9999999999999977  | 0.9999994806358607     |
| QPS-roma_box | NCB20    | 5010  | 5.318299770355225     | 300    | 663.7892951974012       | 0.0006349668112620613  | 2486     | 1385     | 4        | -0.9872615071113461  | 0.9736060230031424     |
| scipy_lbfgs  | NCB20    | 5010  | 0.6268436908721924    | 174    | -1204.2344442978224     | 0.0006487722799341789  | 198      | 198      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | NONCVXU2 | 5000  | 4.2667319774627686    | 3347   | 11584.958480828105      | 0.0009994452401160814  | 13387    | 3349     | 1        | --                   | --                     |
| QPS-roma     | NONCVXU2 | 5000  | 18.070451021194458    | 5000   | 12738.485550558573      | 0.1892112856120871     | 65425    | 5002     | 163      | -0.9999999378104301  | 0.9999999478303102     |
| QPS-roma_box | NONCVXU2 | 5000  | 4.302946090698242     | 3347   | 11584.958480828105      | 0.0009994452401160814  | 13387    | 3349     | 1        | -0.832892369977854   | 0.013344071833767075   |
| scipy_lbfgs  | NONCVXU2 | 5000  | 3.6349403858184814    | 3385   | 11584.193865230656      | 0.0008996655003654652  | 3466     | 3466     | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | NONCVXUN | 5000  | 6.130654573440552     | 5000   | 11606.017323189259      | 0.016672217520624866   | 19999    | 5002     | 1        | --                   | --                     |
| QPS-roma     | NONCVXUN | 5000  | 17.01537561416626     | 5000   | 12673.040917918943      | 0.20424449059679706    | 61817    | 5002     | 232      | -0.9999999999463357  | 0.9999999998164856     |
| QPS-roma_box | NONCVXUN | 5000  | 6.3142030239105225    | 5000   | 11606.017323189259      | 0.016672217520624866   | 19999    | 5002     | 1        | -0.8294308723463737  | 0.008908505833646734   |
| scipy_lbfgs  | NONCVXUN | 5000  | 5.300782203674316     | 5000   | 11594.123926495098      | 0.004721942396010537   | 5110     | 5110     | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | NONDIA   | 5000  | 0.008829355239868164  | 5      | 0.0002574467285153788   | 0.00025646194135531264 | 34       | 7        | 1        | --                   | --                     |
| QPS-roma     | NONDIA   | 5000  | 0.009318351745605469  | 5      | 0.0002574467285153788   | 0.00025646194135531264 | 37       | 7        | 1        | inf                  | -inf                   |
| QPS-roma_box | NONDIA   | 5000  | 0.008109092712402344  | 5      | 0.0002574467285153788   | 0.00025646194135531264 | 34       | 7        | 1        | inf                  | -inf                   |
| scipy_lbfgs  | NONDIA   | 5000  | 0.00656890869140625   | 4      | 0.000257072072567898    | 0.0002565602365223185  | 5        | 5        | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | NONDQUAR | 5000  | 0.0711979866027832    | 178    | 0.0010002710848253814   | 0.0009698349364928936  | 598      | 180      | 21       | --                   | --                     |
| QPS-roma     | NONDQUAR | 5000  | 0.28344202041625977   | 283    | 0.0019144528518671548   | 0.0008900661354846148  | 2677     | 285      | 27       | -0.9999999999999947  | 0.9999999999956197     |
| QPS-roma_box | NONDQUAR | 5000  | 0.11007523536682129   | 129    | 0.000878197810597928    | 0.000918678337335299   | 675      | 251      | 1        | -0.9756102092744516  | 0.22967225862637417    |
| scipy_lbfgs  | NONDQUAR | 5000  | 0.06504654884338379   | 103    | 0.0003447129904928643   | 0.0009792097237887518  | 118      | 118      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | POWELLSG | 5000  | 0.021186351776123047  | 53     | 0.006857260740652826    | 0.000458933513941027   | 183      | 55       | 7        | --                   | --                     |
| QPS-roma     | POWELLSG | 5000  | 1.2000248432159424    | 827    | 0.0006816248258390568   | 0.00020405132961574704 | 11913    | 829      | 7        | -1.000000000000013   | 0.9999999994024436     |
| QPS-roma_box | POWELLSG | 5000  | 0.01182866096496582   | 21     | 1.695136773163656e-05   | 0.0008013193712145636  | 93       | 28       | 1        | -0.44569876607667697 | 0.1945363288020247     |
| scipy_lbfgs  | POWELLSG | 5000  | 0.0152130126953125    | 26     | 0.0005741271381446254   | 0.00024188094344284867 | 28       | 28       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | POWER    | 10000 | 0.1664416790008545    | 286    | 1.376002673890142e-05   | 0.0009438324544934986  | 1060     | 288      | 14       | --                   | --                     |
| QPS-roma     | POWER    | 10000 | 0.9753937721252441    | 723    | 1.5560618510443593e-05  | 0.0009615786190782132  | 7110     | 725      | 66       | -1.0000000000000002  | 0.9999999988548087     |
| QPS-roma_box | POWER    | 10000 | 0.1957414150238037    | 280    | 1.9446816113315748e-05  | 0.0009694790198636735  | 1143     | 324      | 5        | -0.999997496087485   | 0.05627766222613191    |
| scipy_lbfgs  | POWER    | 10000 | 0.2698240280151367    | 307    | 1.7357727549867046e-05  | 0.000946770729079024   | 314      | 314      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | SCHMVETT | 5000  | 0.04754018783569336   | 23     | -14993.999999780714     | 0.000863223343863812   | 91       | 25       | 1        | --                   | --                     |
| QPS-roma     | SCHMVETT | 5000  | 0.23668622970581055   | 46     | -14993.999999702124     | 0.0004651205840056379  | 535      | 48       | 3        | -0.9999999102551316  | 0.9995752330091066     |
| QPS-roma_box | SCHMVETT | 5000  | 0.049008846282958984  | 23     | -14993.999999780714     | 0.000863223343863812   | 91       | 25       | 1        | -0.9742002816316474  | 0.0029969018554515114  |
