| Algorithm   | prob       | n      | t                     | n_it   | f_opt                    | g_norm                  | fevals   | gevals   | nfails   | nnegeig   | cosmax   |
| QPS-Newton  | BROYDNBDLS | 5000   | 0.12357330322265625   | 65     | 2.600647652915587e-08    | 0.000947232063268283    | 324      | 66       | 0        | 0         | ----     |
| scipy_lbfgs | BROYDNBDLS | 5000   | 0.037195444107055664  | 22     | 6.832638193845875e-07    | 0.0009881969267761873   | 25       | 25       | nan      | nan       | nan      |
| scipy_cg    | BROYDNBDLS | 5000   | 0.08517694473266602   | 42     | 3.7029174066225126e-07   | 0.0008591518055118475   | 77       | 77       | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CHEBYQAD   | 1000   | 602.049311876297      | 5000   | nan                      | nan                     | 13002    | 5002     | 1000     | --        | --       |
| QPS-Newton  | CHEBYQAD   | 1000   | 4365.805237054825     | 5000   | nan                      | nan                     | 53319    | 5001     | 1055     | 0         | ----     |
| scipy_lbfgs | CHEBYQAD   | 1000   | 3.0633134841918945    | 0      | nan                      | 1.9720001358814776      | 20       | 20       | nan      | nan       | nan      |
| scipy_cg    | CHEBYQAD   | 1000   | 15.084662914276123    | 1      | nan                      | nan                     | 112      | 112      | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CHNRSNBM   | 1000   | 1.577742338180542     | 5000   | 163.4809881703847        | 8.8832977635136         | 19013    | 5002     | 153      | --        | --       |
| QPS-Newton  | CHNRSNBM   | 1000   | 1.980285406112671     | 4497   | 1.9338483230753882e-07   | 0.0007127738254374441   | 22485    | 4498     | 0        | 0         | ----     |
| scipy_lbfgs | CHNRSNBM   | 1000   | 1.3993704319000244    | 5000   | 61.54922456813485        | 6.324245646284398       | 5441     | 5441     | nan      | nan       | nan      |
| scipy_cg    | CHNRSNBM   | 1000   | 1.8386099338531494    | 5000   | 310.13246157380814       | 4.959356524852424       | 7650     | 7650     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CLPLATEA   | 4970   | 0.5443134307861328    | 310    | -0.012563665544317062    | 0.0008842404759855524   | 1238     | 312      | 1        | --        | --       |
| QPS-Newton  | CLPLATEA   | 4970   | 0.7213506698608398    | 336    | -0.012540203532366775    | 0.0009107496042891246   | 1682     | 337      | 0        | 0         | ----     |
| scipy_lbfgs | CLPLATEA   | 4970   | 0.38123178482055664   | 254    | -0.01237715639049359     | 0.0009681627979033249   | 264      | 264      | nan      | nan       | nan      |
| scipy_cg    | CLPLATEA   | 4970   | 0.42377424240112305   | 232    | -0.010226048725473377    | 0.0007752643313829015   | 362      | 362      | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CURLY30    | 10000  | 16.409451246261597    | 5000   | -1003162.1678101257      | 0.09828469102532564     | 20016    | 5002     | 1        | --        | --       |
| QPS-Newton  | CURLY30    | 10000  | 19.653995275497437    | 5000   | -1003162.131766122       | 0.0900419736329058      | 24999    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | CURLY30    | 10000  | 14.35035753250122     | 5000   | -1003162.0555952445      | 0.08042052183496469     | 5153     | 5153     | nan      | nan       | nan      |
| scipy_cg    | CURLY30    | 10000  | 15.992611646652222    | 5000   | -1003157.2958364341      | 0.10714590912082267     | 7526     | 7526     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CVXBQP1    | 10000  | 2.8475170135498047    | 2220   | 1.2553640392870016e-06   | 0.0009172709284440332   | 8890     | 2222     | 1        | --        | --       |
| QPS-Newton  | CVXBQP1    | 10000  | 3.6044390201568604    | 2272   | 1.1911999082571827e-06   | 0.0009915840470403432   | 11361    | 2273     | 0        | 0         | ----     |
| scipy_lbfgs | CVXBQP1    | 10000  | 2.857889175415039     | 1821   | 6.218175388458443e-06    | 0.0008698926332704848   | 1868     | 1868     | nan      | nan       | nan      |
| scipy_cg    | CVXBQP1    | 10000  | 2.8934826850891113    | 2182   | 4.685557588875944e-05    | 0.0009852559691833909   | 3313     | 3313     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CYCLIC3LS  | 100002 | 76.60840320587158     | 3696   | 0.00670191700568728      | 0.0001463175461048782   | 12800    | 3698     | 317      | --        | --       |
| QPS-Newton  | CYCLIC3LS  | 100002 | 12.188657760620117    | 448    | 0.0016308693490918265    | 0.0004997945694399062   | 2283     | 449      | 0        | 0         | ----     |
| scipy_lbfgs | CYCLIC3LS  | 100002 | 3.1406803131103516    | 119    | 0.36459740417181197      | 0.0008035710926539029   | 144      | 144      | nan      | nan       | nan      |
| scipy_cg    | CYCLIC3LS  | 100002 | 153.1024205684662     | 4624   | 0.00017020444798371336   | 0.0004591310701747643   | 10254    | 10254    | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CYCLOOCFLS | 29996  | 30.958552598953247    | 5000   | 4144.855616927775        | 4.517634767114537       | 16924    | 5002     | 686      | --        | --       |
| QPS-Newton  | CYCLOOCFLS | 29996  | 41.285430669784546    | 5000   | 1692.5190853493586       | 2.5820809510079106      | 25873    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | CYCLOOCFLS | 29996  | 38.616844177246094    | 5000   | 4069.7803158077622       | 5.836348246255424       | 5860     | 5860     | nan      | nan       | nan      |
| scipy_cg    | CYCLOOCFLS | 29996  | 38.40040969848633     | 5000   | 3164.7588420283987       | 2.8643685060736974      | 8086     | 8086     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CYCLOOCTLS | 29996  | 30.91130566596985     | 5000   | 4160.264821279193        | 3.615967213710329       | 16893    | 5002     | 693      | --        | --       |
| QPS-Newton  | CYCLOOCTLS | 29996  | 41.10950040817261     | 5000   | 1680.3360934931713       | 2.400016434470985       | 25844    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | CYCLOOCTLS | 29996  | 38.70273780822754     | 5000   | 4143.764267980937        | 2.747928099665711       | 5876     | 5876     | nan      | nan       | nan      |
| scipy_cg    | CYCLOOCTLS | 29996  | 38.77242660522461     | 5000   | 3161.2499317799584       | 3.9084182190160126      | 8151     | 8151     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | DEGDIAG    | 100001 | 0.01906108856201172   | 1      | 0.0                      | 0.0                     | 7        | 3        | 1        | --        | --       |
| QPS-Newton  | DEGDIAG    | 100001 | 0.04936408996582031   | 5      | 0.0004981954959156869    | 9.981888739218903e-05   | 25       | 6        | 0        | 0         | ----     |
| scipy_lbfgs | DEGDIAG    | 100001 | 0.1394507884979248    | 2      | 4.875405598851609e-19    | 3.1226132790607153e-12  | 6        | 6        | nan      | nan       | nan      |
| scipy_cg    | DEGDIAG    | 100001 | 0.03740525245666504   | 1      | 2.8545911667053196e-17   | 2.389377584677277e-11   | 7        | 7        | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | DEGTRID    | 100001 | 0.270416259765625     | 17     | -99999.49998899727       | 0.0008700969873829401   | 64       | 19       | 1        | --        | --       |
| QPS-Newton  | DEGTRID    | 100001 | 0.47577834129333496   | 23     | -99999.49997936092       | 0.0006143103235947134   | 126      | 24       | 0        | 0         | ----     |
| scipy_lbfgs | DEGTRID    | 100001 | 0.42696666717529297   | 17     | -99999.49998955596       | 0.0007884135529676595   | 21       | 21       | nan      | nan       | nan      |
| scipy_cg    | DEGTRID    | 100001 | 0.2772209644317627    | 16     | -99999.49998065719       | 0.0008833181027489978   | 26       | 26       | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | ARWHEAD    | 5000   | 0.012468099594116211  | 7      | 0.00012410005983798378   | 0.0007719135626205187   | 40       | 9        | 2        | --        | --       |
| QPS-Newton  | ARWHEAD    | 5000   | 0.009679555892944336  | 6      | 0.0                      | 5.132572061716377e-06   | 29       | 7        | 0        | 0         | ----     |
| scipy_lbfgs | ARWHEAD    | 5000   | 0.018445491790771484  | 12     | 6.459095702737727e-09    | 0.0007540852963052447   | 14       | 14       | nan      | nan       | nan      |
| scipy_cg    | ARWHEAD    | 5000   | 0.009177446365356445  | 4      | 0.0                      | 7.099563652186266e-05   | 10       | 10       | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | BDQRTIC    | 5000   | 0.047574758529663086  | 35     | 20006.25687850568        | 0.0007875284540128646   | 143      | 37       | 1        | --        | --       |
| QPS-Newton  | BDQRTIC    | 5000   | 3.576000213623047     | 2160   | 20006.256878487355       | 0.0009899984132970552   | 11152    | 2161     | 0        | 0         | ----     |
| scipy_lbfgs | BDQRTIC    | 5000   | 0.11649537086486816   | 70     | 20006.25687846751        | 0.0007184178176145029   | 83       | 83       | nan      | nan       | nan      |
| scipy_cg    | BDQRTIC    | 5000   | 0.25614380836486816   | 97     | 20006.25688011654        | 0.0032161159811164523   | 288      | 277      | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | BROYDN7D   | 5000   | 11.851984977722168    | 5000   | 1026.0218840951609       | 1.5089818770975298      | 18500    | 5002     | 236      | --        | --       |
| QPS-Newton  | BROYDN7D   | 5000   | 4.25679087638855      | 1402   | 2016.7275538693332       | 0.0006963810795044267   | 7011     | 1403     | 0        | 0         | ----     |
| scipy_lbfgs | BROYDN7D   | 5000   | 3.3499088287353516    | 1634   | 1988.601037401036        | 0.0007008963137673518   | 1675     | 1675     | nan      | nan       | nan      |
| scipy_cg    | BROYDN7D   | 5000   | 4.007111072540283     | 1671   | 1928.2597782182363       | 0.0006466101582718875   | 2322     | 2322     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | BRYBND     | 5000   | 0.06547927856445312   | 41     | 2.5475465086031914e-07   | 0.0006699904388068587   | 162      | 43       | 2        | --        | --       |
| QPS-Newton  | BRYBND     | 5000   | 0.1228799819946289    | 65     | 2.600647652915587e-08    | 0.000947232063268283    | 324      | 66       | 0        | 0         | ----     |
| scipy_lbfgs | BRYBND     | 5000   | 0.03633928298950195   | 22     | 6.832638193845875e-07    | 0.0009881969267761873   | 25       | 25       | nan      | nan       | nan      |
| scipy_cg    | BRYBND     | 5000   | 0.08475184440612793   | 42     | 3.7029174066225126e-07   | 0.0008591518055118475   | 77       | 77       | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CHAINWOO   | 4000   | 0.3410322666168213    | 285    | 1.0000001230564226       | 0.0009939361762129981   | 1100     | 287      | 9        | --        | --       |
| QPS-Newton  | CHAINWOO   | 4000   | 7.410528898239136     | 5000   | 10331.657015293416       | 39.344295996849354      | 25059    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | CHAINWOO   | 4000   | 5.4968791007995605    | 5000   | 10334.27956342311        | 13.257870554912         | 5398     | 5398     | nan      | nan       | nan      |
| scipy_cg    | CHAINWOO   | 4000   | 0.5187177658081055    | 375    | 4.572767279063827        | 0.0007532135923195293   | 645      | 645      | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CLPLATEB   | 4970   | 0.007035970687866211  | 4      | -0.0001383028979968505   | 0.0008566225162469762   | 13       | 6        | 1        | --        | --       |
| QPS-Newton  | CLPLATEB   | 4970   | 0.20984768867492676   | 98     | -0.004956914661807021    | 0.0009987246631667365   | 489      | 99       | 0        | 0         | ----     |
| scipy_lbfgs | CLPLATEB   | 4970   | 0.00995779037475586   | 2      | -0.0001261852420210387   | 0.0007400626523288994   | 5        | 5        | nan      | nan       | nan      |
| scipy_cg    | CLPLATEB   | 4970   | 0.03192305564880371   | 21     | -0.0007278920193861378   | 0.00048530050742673554  | 27       | 27       | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CLPLATEC   | 4970   | 6.359001159667969     | 3633   | -0.005020671645060871    | 0.0009564483009037482   | 14539    | 3635     | 1        | --        | --       |
| QPS-Newton  | CLPLATEC   | 4970   | 8.022186517715454     | 3617   | -0.005020677594308099    | 0.000987544938174757    | 18084    | 3618     | 0        | 0         | ----     |
| scipy_lbfgs | CLPLATEC   | 4970   | 7.768944263458252     | 5000   | -0.00401897974443495     | 0.010285066707587434    | 5132     | 5132     | nan      | nan       | nan      |
| scipy_cg    | CLPLATEC   | 4970   | 3.551449775695801     | 1876   | -0.0004573650864190589   | 0.0009964910936695924   | 2790     | 2790     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | COSINE     | 10000  | 0.030110597610473633  | 11     | -9998.99999999111        | 0.0005497765077846576   | 43       | 13       | 1        | --        | --       |
| QPS-Newton  | COSINE     | 10000  | 0.04299736022949219   | 13     | -9998.999999999842       | 8.513537526110836e-05   | 67       | 14       | 0        | 0         | ----     |
| scipy_lbfgs | COSINE     | 10000  | 0.041509151458740234  | 9      | -9998.999999997803       | 0.00013859219885436656  | 18       | 18       | nan      | nan       | nan      |
| scipy_cg    | COSINE     | 10000  | 0.0347287654876709    | 6      | -9998.999999971813       | 0.0005963734980929045   | 20       | 20       | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CRAGGLVY   | 5000   | 0.13488984107971191   | 63     | 1688.215310856635        | 0.0009141563806320807   | 242      | 65       | 4        | --        | --       |
| QPS-Newton  | CRAGGLVY   | 5000   | 0.15621137619018555   | 60     | 1688.2153100890348       | 0.0008498950855358664   | 299      | 61       | 0        | 0         | ----     |
| scipy_lbfgs | CRAGGLVY   | 5000   | 0.12429547309875488   | 60     | 1688.2153103076514       | 0.00082827266772823     | 73       | 73       | nan      | nan       | nan      |
| scipy_cg    | CRAGGLVY   | 5000   | 0.17354750633239746   | 73     | 1688.2153102796458       | 0.0009594531462873146   | 123      | 123      | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CURLY10    | 10000  | 8.93749451637268      | 5000   | -1003162.6637613437      | 0.027574088269759357    | 19998    | 5002     | 1        | --        | --       |
| QPS-Newton  | CURLY10    | 10000  | 10.793239831924438    | 5000   | -1003152.299932329       | 0.049797391535605       | 25002    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | CURLY10    | 10000  | 9.48502492904663      | 5000   | -1003162.6317177769      | 0.02669290314410762     | 5154     | 5154     | nan      | nan       | nan      |
| scipy_cg    | CURLY10    | 10000  | 9.1821928024292       | 5000   | -1003161.822126508       | 0.01812754644101866     | 7578     | 7578     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | CURLY20    | 10000  | 12.127553224563599    | 5000   | -1001834.0623971117      | 0.0796875654812924      | 19985    | 5002     | 3        | --        | --       |
| QPS-Newton  | CURLY20    | 10000  | 14.615532398223877    | 5000   | -1003162.4056238476      | 0.08800140282101972     | 25000    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | CURLY20    | 10000  | 11.605660200119019    | 5000   | -1003162.2728929527      | 0.07618211283969285     | 5124     | 5124     | nan      | nan       | nan      |
| scipy_cg    | CURLY20    | 10000  | 12.136207103729248    | 5000   | -1003159.841599159       | 0.11728644124408351     | 7544     | 7544     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | DEGTRID2   | 100001 | 0.2721536159515381    | 17     | -99999.49998899727       | 0.0008700969873829401   | 64       | 19       | 1        | --        | --       |
| QPS-Newton  | DEGTRID2   | 100001 | 0.4672126770019531    | 23     | -99999.49997936092       | 0.0006143103235947134   | 126      | 24       | 0        | 0         | ----     |
| scipy_lbfgs | DEGTRID2   | 100001 | 0.41414594650268555   | 17     | -99999.49998955596       | 0.0007884135529676595   | 21       | 21       | nan      | nan       | nan      |
| scipy_cg    | DEGTRID2   | 100001 | 0.2739071846008301    | 16     | -99999.49998065719       | 0.0008833181027489978   | 26       | 26       | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | DIAGIQB    | 1000   | 0.8427026271820068    | 5000   | -3.0774528068916935e+24  | 4401800868075.048       | 13006    | 5002     | 1000     | --        | --       |
| QPS-Newton  | DIAGIQB    | 1000   | 1.6483941078186035    | 5000   | -4.5338427597995784e+16  | 551251645.1478422       | 24999    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | DIAGIQB    | 1000   | 0.02689385414123535   | 12     | nan                      | 2.4414648443886747e+152 | 237      | 237      | nan      | nan       | nan      |
| scipy_cg    | DIAGIQB    | 1000   | 0.5258991718292236    | 37     | nan                      | nan                     | 3798     | 3798     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | DIAGIQE    | 1000   | 0.8337185382843018    | 5000   | -6.730258461534146e+23   | 4654114835694.104       | 13002    | 5002     | 1000     | --        | --       |
| QPS-Newton  | DIAGIQE    | 1000   | 1.655045509338379     | 5000   | -5.516544345602845e+16   | 819469114.6541015       | 25001    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | DIAGIQE    | 1000   | 0.03614377975463867   | 16     | nan                      | 1.6675660601120936e+153 | 312      | 312      | nan      | nan       | nan      |
| scipy_cg    | DIAGIQE    | 1000   | 0.525235652923584     | 38     | nan                      | nan                     | 3802     | 3802     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | DIAGIQT    | 1000   | 0.8302006721496582    | 5000   | -1.8316022472315167e+22  | 1135165353219.007       | 13004    | 5002     | 1000     | --        | --       |
| QPS-Newton  | DIAGIQT    | 1000   | 1.6427836418151855    | 5000   | -3.700672167857571e+17   | 4711474253.426179       | 25000    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | DIAGIQT    | 1000   | 0.03195667266845703   | 17     | -inf                     | 8.888488878977072e+154  | 283      | 283      | nan      | nan       | nan      |
| scipy_cg    | DIAGIQT    | 1000   | 0.5362076759338379    | 38     | nan                      | nan                     | 3898     | 3898     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | DIAGNQB    | 1000   | 0.8216965198516846    | 5000   | -1.5093734553928918e+23  | 1163010601913.8433      | 13002    | 5002     | 1000     | --        | --       |
| QPS-Newton  | DIAGNQB    | 1000   | 1.6344404220581055    | 5000   | -8.1690886427362e+16     | 777903743.6621683       | 24999    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | DIAGNQB    | 1000   | 0.02472710609436035   | 12     | -inf                     | 1.0000000000012e+156    | 219      | 219      | nan      | nan       | nan      |
| scipy_cg    | DIAGNQB    | 1000   | 0.4868741035461426    | 34     | -3.5036359224176186e+207 | 1.0256230077987249e+104 | 3575     | 3575     | nan      | nan       | nan      |
| --          | --         | --     | --                    | --     | --                       | --                      | --       | --       | --       | --        | --       |
| QPS         | DIAGNQE    | 1000   | 0.827777624130249     | 5000   | -1.7092053310961302e+23  | 2416634029892.2563      | 13002    | 5002     | 1000     | --        | --       |
| QPS-Newton  | DIAGNQE    | 1000   | 1.6309385299682617    | 5000   | -8.423249156340176e+16   | 1081321940.0812595      | 24999    | 5001     | 0        | 0         | ----     |
| scipy_lbfgs | DIAGNQE    | 1000   | 0.02512836456298828   | 12     | -inf                     | 1.0000000000012e+156    | 219      | 219      | nan      | nan       | nan      |
