| Algorithm    | prob     | n     | t                     | n_it   | f_opt                   | g_norm                 | fevals   | gevals   | nfails   | cosmin               | cosmax                 |
| QPS-roma     | BROYDN7D | 5000  | 7.715729475021362     | 2664   | 1862.3810434496802      | 0.0005977649008266361  | 22892    | 2666     | 325      | -0.9999999999999998  | 0.9999998973170436     |
| QPS-roma_box | BROYDN7D | 5000  | 8.345606088638306     | 5000   | 719.209006632658        | 1.3753809750094228     | 20289    | 5252     | 2        | -0.9922742847276136  | 0.5188030312757604     |
| scipy_lbfgs  | BROYDN7D | 5000  | 2.061661720275879     | 1636   | 1987.5706626513738      | 0.0009273993698947214  | 1670     | 1670     | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | CRAGGLVY | 5000  | 0.104888916015625     | 70     | 1688.2153105399518      | 0.0009250491914652124  | 252      | 72       | 7        | --                   | --                     |
| QPS-roma     | CRAGGLVY | 5000  | 0.8056850433349609    | 216    | 1688.2153113808604      | 0.000987845170076931   | 2298     | 218      | 17       | -0.9999999999999982  | 0.9999999999927215     |
| QPS-roma_box | CRAGGLVY | 5000  | 0.14852213859558105   | 76     | 1688.2153105179461      | 0.0008835477169086767  | 319      | 102      | 4        | -0.9984680182879431  | 0.10418265811701612    |
| scipy_lbfgs  | CRAGGLVY | 5000  | 0.08924102783203125   | 60     | 1688.2153103078067      | 0.0008279815362228129  | 73       | 73       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANA | 3000  | 0.0038661956787109375 | 6      | 1.0000000003494212      | 8.237677875958357e-07  | 22       | 8        | 1        | --                   | --                     |
| QPS-roma     | DIXMAANA | 3000  | 0.012244462966918945  | 9      | 1.000085680045394       | 0.00041471833799638084 | 85       | 11       | 1        | -0.999994233541379   | 0.9761919796429        |
| QPS-roma_box | DIXMAANA | 3000  | 0.0034842491149902344 | 6      | 1.0000000003494212      | 8.237677875958357e-07  | 22       | 8        | 1        | -0.5206489778776191  | -0.5206489778776191    |
| scipy_lbfgs  | DIXMAANA | 3000  | 0.007516622543334961  | 9      | 1.0002602369299431      | 0.0008019704517347187  | 11       | 11       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANB | 3000  | 0.0034101009368896484 | 5      | 1.0000000514996978      | 5.3105867580950136e-05 | 19       | 7        | 1        | --                   | --                     |
| QPS-roma     | DIXMAANB | 3000  | 0.004301548004150391  | 5      | 1.0000000514996978      | 5.3105867580950136e-05 | 30       | 7        | 1        | inf                  | -inf                   |
| QPS-roma_box | DIXMAANB | 3000  | 0.003196239471435547  | 5      | 1.0000000514996978      | 5.3105867580950136e-05 | 19       | 7        | 1        | inf                  | -inf                   |
| scipy_lbfgs  | DIXMAANB | 3000  | 0.007400035858154297  | 9      | 1.0000100938776726      | 0.0006158030962495605  | 11       | 11       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANC | 3000  | 0.003561258316040039  | 5      | 1.0000001632758875      | 0.00045666875639049307 | 20       | 7        | 1        | --                   | --                     |
| QPS-roma     | DIXMAANC | 3000  | 0.004614591598510742  | 5      | 1.0000001632758875      | 0.00045666875639049307 | 31       | 7        | 1        | inf                  | -inf                   |
| QPS-roma_box | DIXMAANC | 3000  | 0.003331422805786133  | 5      | 1.0000001632758875      | 0.00045666875639049307 | 20       | 7        | 1        | inf                  | -inf                   |
| scipy_lbfgs  | DIXMAANC | 3000  | 0.008083820343017578  | 11     | 1.0000001567050585      | 8.299074456547609e-05  | 13       | 13       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAAND | 3000  | 0.004323005676269531  | 6      | 1.0000000002411655      | 5.413909853142854e-06  | 25       | 8        | 1        | --                   | --                     |
| QPS-roma     | DIXMAAND | 3000  | 0.006905317306518555  | 6      | 1.0000002900330205      | 0.00021568028393493838 | 47       | 8        | 1        | -0.18738881061693188 | -0.18738881061693188   |
| QPS-roma_box | DIXMAAND | 3000  | 0.004414081573486328  | 6      | 1.0000000002411655      | 5.413909853142854e-06  | 25       | 8        | 1        | -0.18738881061693188 | -0.18738881061693188   |
| scipy_lbfgs  | DIXMAAND | 3000  | 0.00846552848815918   | 12     | 1.0000063122524319      | 0.0007019886026321261  | 14       | 14       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANE | 3000  | 0.02725696563720703   | 42     | 1.0014740907540733      | 0.0009712552889779974  | 166      | 44       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANE | 3000  | 0.45504236221313477   | 217    | 1.000441757481235       | 0.0005869318639911562  | 3170     | 219      | 1        | -0.99999650811847    | 0.9999571306273625     |
| QPS-roma_box | DIXMAANE | 3000  | 0.02771782875061035   | 42     | 1.0014740907540733      | 0.0009712552889779974  | 166      | 44       | 1        | -0.8143348190416959  | 4.212585148268305e-08  |
| scipy_lbfgs  | DIXMAANE | 3000  | 0.051473379135131836  | 76     | 1.0012143542213243      | 0.0008742075457805209  | 81       | 81       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANF | 3000  | 0.018316268920898438  | 28     | 1.000540707686668       | 0.0009833640037541643  | 111      | 30       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANF | 3000  | 0.08565616607666016   | 49     | 1.0007670705743803      | 0.0007267370848274102  | 611      | 51       | 3        | -0.9998273403690835  | 0.9999890331120118     |
| QPS-roma_box | DIXMAANF | 3000  | 0.018756628036499023  | 28     | 1.000540707686668       | 0.0009833640037541643  | 111      | 30       | 1        | -0.7408274122440822  | 0.0004225645804940033  |
| scipy_lbfgs  | DIXMAANF | 3000  | 0.026438474655151367  | 46     | 1.0008362980165508      | 0.0009272754546412129  | 49       | 49       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANG | 3000  | 0.0458981990814209    | 72     | 1.0598957782726426      | 0.0008200866345784551  | 287      | 74       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANG | 3000  | 0.10451674461364746   | 59     | 1.0009620802955768      | 0.0008206040318112954  | 745      | 61       | 3        | -0.9999999999999841  | 0.999732052284353      |
| QPS-roma_box | DIXMAANG | 3000  | 0.048136234283447266  | 72     | 1.0598957782726426      | 0.0008200866345784551  | 287      | 74       | 1        | -0.9282545545327026  | 0.20264573188640314    |
| scipy_lbfgs  | DIXMAANG | 3000  | 0.02854013442993164   | 50     | 1.000612759585141       | 0.0007388053284054241  | 52       | 52       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANH | 3000  | 0.015555858612060547  | 24     | 1.000507036374276       | 0.0009625106801563656  | 97       | 26       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANH | 3000  | 0.07565093040466309   | 48     | 1.0011711026385306      | 0.0008388406496635915  | 543      | 50       | 3        | -0.9999999999999983  | 0.9998420205504053     |
| QPS-roma_box | DIXMAANH | 3000  | 0.016033649444580078  | 24     | 1.000507036374276       | 0.0009625106801563656  | 97       | 26       | 1        | -0.5115456565499382  | 0.0003496754591479276  |
| scipy_lbfgs  | DIXMAANH | 3000  | 0.025052309036254883  | 43     | 1.0009662717496832      | 0.0009659073724102671  | 46       | 46       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANI | 3000  | 0.059276580810546875  | 95     | 1.0014202516190867      | 0.0009808154374253157  | 378      | 97       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANI | 3000  | 3.592918634414673     | 1571   | 1.0001019100367947      | 0.0008376294059725897  | 23231    | 1573     | 2        | -0.9999999999999994  | 0.9999999430034329     |
| QPS-roma_box | DIXMAANI | 3000  | 0.06070709228515625   | 95     | 1.0014202516190867      | 0.0009808154374253157  | 378      | 97       | 1        | -0.8765288169708391  | 0.00012311251188456656 |
| scipy_lbfgs  | DIXMAANI | 3000  | 0.0512540340423584    | 96     | 1.011262311654225       | 0.0009108866067485082  | 100      | 100      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANJ | 3000  | 0.12922310829162598   | 211    | 1.1652184410734572      | 0.0006712550801696388  | 822      | 213      | 4        | --                   | --                     |
| QPS-roma     | DIXMAANJ | 3000  | 0.41882896423339844   | 385    | 1.1989431275388387      | 0.00092625528085259    | 2892     | 387      | 56       | -1.0                 | 0.9999848201425299     |
| QPS-roma_box | DIXMAANJ | 3000  | 0.14899706840515137   | 212    | 1.1652474587346133      | 0.000965391993248417   | 860      | 250      | 5        | -0.9987450051900087  | 0.06746992621716533    |
| scipy_lbfgs  | DIXMAANJ | 3000  | 0.022536277770996094  | 38     | 1.0006464740166376      | 0.0005320639521329033  | 42       | 42       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANK | 3000  | 0.10388541221618652   | 179    | 1.515085154667381       | 0.0003989537659485346  | 650      | 181      | 11       | --                   | --                     |
| QPS-roma     | DIXMAANK | 3000  | 6.283753871917725     | 2895   | 1.0000015916712897      | 3.8066604085481084e-05 | 41925    | 2897     | 3        | -0.9999999999999962  | 0.9999999999989595     |
| QPS-roma_box | DIXMAANK | 3000  | 0.1442568302154541    | 185    | 1.4908545310628596      | 0.0007770894186024866  | 766      | 246      | 7        | -0.9903817017551804  | 0.6522135196043959     |
| scipy_lbfgs  | DIXMAANK | 3000  | 0.018766403198242188  | 30     | 1.0015342519077375      | 0.0006470894806847404  | 33       | 33       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANL | 3000  | 0.11673450469970703   | 222    | 2.5489157687364976      | 0.00039223816122103966 | 683      | 224      | 31       | --                   | --                     |
| QPS-roma     | DIXMAANL | 3000  | 0.30067944526672363   | 282    | 2.613788883794567       | 0.0008465719543881299  | 2018     | 284      | 42       | -0.9999999999999996  | 0.9998983575561939     |
| QPS-roma_box | DIXMAANL | 3000  | 0.12920403480529785   | 137    | 2.6269439584171455      | 0.00020811189254792402 | 597      | 240      | 11       | -0.9990882769731265  | 0.8380912433192957     |
| scipy_lbfgs  | DIXMAANL | 3000  | 0.022098302841186523  | 37     | 1.0002975743671665      | 0.0008299733435068512  | 40       | 40       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANM | 3000  | 0.09347105026245117   | 152    | 1.0019128105386905      | 0.0009644456166056626  | 605      | 154      | 1        | --                   | --                     |
| QPS-roma     | DIXMAANM | 3000  | 6.061910629272461     | 2784   | 1.0000622139308974      | 1.5229410000981212e-05 | 40626    | 2786     | 13       | -1.0                 | 0.9999999985259532     |
| QPS-roma_box | DIXMAANM | 3000  | 0.09948420524597168   | 152    | 1.0019128105386905      | 0.0009644456166056626  | 605      | 154      | 1        | -0.9535017362069066  | 0.031142031851158866   |
| scipy_lbfgs  | DIXMAANM | 3000  | 0.05028200149536133   | 95     | 1.0103517626111953      | 0.0008297833304764569  | 100      | 100      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANN | 3000  | 0.026568174362182617  | 43     | 1.0036519895868927      | 0.0009449578357801881  | 170      | 45       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANN | 3000  | 0.15858101844787598   | 107    | 1.003892939368463       | 0.0008981161463339741  | 1158     | 109      | 8        | -1.0                 | 0.9998080230263371     |
| QPS-roma_box | DIXMAANN | 3000  | 0.0277101993560791    | 43     | 1.0036519895868927      | 0.0009449578357801881  | 170      | 45       | 1        | -0.8556190044898329  | 0.012577102850980149   |
| scipy_lbfgs  | DIXMAANN | 3000  | 0.02541971206665039   | 46     | 1.0030454717733701      | 0.0008306800247340206  | 48       | 48       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANO | 3000  | 0.02635931968688965   | 42     | 1.0029852217552495      | 0.0009167043366511696  | 167      | 44       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANO | 3000  | 0.34421539306640625   | 221    | 1.0030313526665482      | 0.0008655903528046397  | 2505     | 223      | 14       | -1.0000000000000002  | 0.9999999999999986     |
| QPS-roma_box | DIXMAANO | 3000  | 0.027108192443847656  | 42     | 1.0029852217552495      | 0.0009167043366511696  | 167      | 44       | 1        | -0.7009325419109854  | 0.00783680599086947    |
| scipy_lbfgs  | DIXMAANO | 3000  | 0.03136444091796875   | 56     | 1.0008916345169183      | 0.0007650052143371806  | 60       | 60       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | DIXMAANP | 3000  | 0.025180339813232422  | 39     | 1.0025528896871847      | 0.0009446051031044957  | 156      | 41       | 1        | --                   | --                     |
| QPS-roma     | DIXMAANP | 3000  | 0.15729713439941406   | 89     | 1.0024382538293066      | 0.000936501901566137   | 1161     | 91       | 3        | -0.9999999999927963  | 0.9988683236338562     |
| QPS-roma_box | DIXMAANP | 3000  | 0.02541041374206543   | 39     | 1.0025528896871847      | 0.0009446051031044957  | 156      | 41       | 1        | -0.9846816253577892  | 0.0017372430308027888  |
| scipy_lbfgs  | DIXMAANP | 3000  | 0.024441242218017578  | 43     | 1.0019437328393535      | 0.0008614896694746716  | 46       | 46       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | EDENSCH  | 10000 | 0.05187034606933594   | 24     | 60003.284592067204      | 0.0004757799597431455  | 87       | 26       | 4        | --                   | --                     |
| QPS-roma     | EDENSCH  | 10000 | 0.27015209197998047   | 46     | 60003.28459203774       | 0.0003368851185368005  | 581      | 48       | 2        | -0.9995892083099827  | 0.9998407376652758     |
| QPS-roma_box | EDENSCH  | 10000 | 0.0638275146484375    | 24     | 60003.284592067204      | 0.0004757799597431455  | 97       | 34       | 4        | -0.9998095431839468  | -0.06879998728221867   |
| scipy_lbfgs  | EDENSCH  | 10000 | 0.060340166091918945  | 25     | 60003.28459213511       | 0.0008150276407352663  | 31       | 31       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | ENGVAL1  | 5000  | 0.014726400375366211  | 14     | 5548.668419631399       | 0.0008576701857487616  | 62       | 16       | 1        | --                   | --                     |
| QPS-roma     | ENGVAL1  | 5000  | 0.10378170013427734   | 40     | 5548.668419788779       | 0.00013200835138782452 | 535      | 42       | 1        | -1.0000000000000013  | 0.9999989326428539     |
| QPS-roma_box | ENGVAL1  | 5000  | 0.014102458953857422  | 14     | 5548.668419631399       | 0.0008576701857487616  | 62       | 16       | 1        | -0.780758294790867   | 0.8576976568890899     |
| scipy_lbfgs  | ENGVAL1  | 5000  | 0.014902353286743164  | 15     | 5548.668419476293       | 0.0005993330316806933  | 17       | 17       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | FLETCBV3 | 5000  | 10.366211891174316    | 5000   | -1.2833940710658442e+17 | 2.098957782405607      | 17846    | 5002     | 308      | --                   | --                     |
| QPS-roma     | FLETCBV3 | 5000  | 15.041187763214111    | 5000   | 1.1290112441923475e+22  | 1355025.568652177      | 21991    | 5002     | 909      | -0.9999999999998346  | 0.9999999999994507     |
| QPS-roma_box | FLETCBV3 | 5000  | 7.150702476501465     | 5000   | -36301113127.17896      | 0.8031350489991289     | 15812    | 5782     | 821      | -0.9999997668630725  | -0.02002261758067115   |
| scipy_lbfgs  | FLETCBV3 | 5000  | 9.329797983169556     | 5000   | -1.2932880058330131e+17 | 4.954978338156552      | 5059     | 5059     | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | FLETCHCR | 1000  | 0.04236626625061035   | 188    | 1.751532693652869e-07   | 0.0009223331525183568  | 751      | 190      | 1        | --                   | --                     |
| QPS-roma     | FLETCHCR | 1000  | 3.5260252952575684    | 5000   | 986.8438584800435       | 36.54093786098634      | 62060    | 5002     | 243      | -1.0000000000000002  | 0.9999999659940944     |
| QPS-roma_box | FLETCHCR | 1000  | 0.06056642532348633   | 188    | 1.751532693652869e-07   | 0.0009223331525183568  | 751      | 190      | 1        | -0.7430135362644199  | 0.01559818040862202    |
| scipy_lbfgs  | FLETCHCR | 1000  | 0.9767255783081055    | 4917   | 2.6418651004708996e-09  | 0.000529302692734769   | 5820     | 5820     | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | FMINSURF | 5625  | 0.29380154609680176   | 258    | 1.0027684573789692      | 0.0009949385379678887  | 955      | 260      | 12       | --                   | --                     |
| QPS-roma     | FMINSURF | 5625  | 0.77130126953125      | 379    | 1.075937626805159       | 0.0008474231942199354  | 3210     | 381      | 48       | -0.9999988690445575  | 0.9992271154742155     |
| QPS-roma_box | FMINSURF | 5625  | 0.3208940029144287    | 254    | 1.0011160283900804      | 0.0009061878628640604  | 1024     | 279      | 3        | -0.9985610786606661  | 0.29458688100578345    |
| scipy_lbfgs  | FMINSURF | 5625  | 0.19292712211608887   | 174    | 1.0183890359731378      | 0.000997127493083721   | 178      | 178      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | LIARWHD  | 5000  | 0.03300786018371582   | 41     | 1.84564340298385e-12    | 0.0002604635663622843  | 149      | 43       | 6        | --                   | --                     |
| QPS-roma     | LIARWHD  | 5000  | 1.1678798198699951    | 462    | 8.311867679423793e-06   | 0.00016355064326232225 | 6454     | 464      | 8        | -1.0000000000000135  | 0.9999999999993748     |
| QPS-roma_box | LIARWHD  | 5000  | 8.504958629608154     | 1572   | 6.254554829883131e-05   | 0.00044871679849466757 | 19563    | 13279    | 1        | -0.9999984043158342  | 0.029593129392671724   |
| scipy_lbfgs  | LIARWHD  | 5000  | 0.02185678482055664   | 23     | 1.0387284996222966e-15  | 6.520133757788904e-06  | 27       | 27       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | MOREBV   | 5000  | 0.0008711814880371094 | 0      | 1.5969074274173896e-07  | 0.0007990407356545355  | 2        | 2        | 0        | --                   | --                     |
| QPS-roma     | MOREBV   | 5000  | 0.0005664825439453125 | 0      | 1.5969074274173896e-07  | 0.0007990407356545355  | 2        | 2        | 0        | inf                  | -inf                   |
| QPS-roma_box | MOREBV   | 5000  | 0.0005400180816650391 | 0      | 1.5969074274173896e-07  | 0.0007990407356545355  | 2        | 2        | 0        | inf                  | -inf                   |
| scipy_lbfgs  | MOREBV   | 5000  | 0.0033807754516601562 | 0      | 1.5969074274173896e-07  | 0.0007990407356545355  | 1        | 1        | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | NCB20    | 5010  | 1.2758309841156006    | 316    | -840.362891836256       | 0.0008274308971971539  | 1012     | 318      | 44       | --                   | --                     |
| QPS-roma     | NCB20    | 5010  | 6.051377296447754     | 562    | -791.8841777632911      | 0.0005341113767912799  | 6093     | 564      | 45       | -0.9999999999999977  | 0.9999994806358607     |
| QPS-roma_box | NCB20    | 5010  | 7.522244930267334     | 456    | 663.5204965507871       | 0.0006693942441937826  | 3844     | 2152     | 3        | -0.8505701864443512  | 0.9598704508832572     |
| scipy_lbfgs  | NCB20    | 5010  | 0.6201813220977783    | 174    | -1204.2344442978224     | 0.0006487722799341789  | 198      | 198      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | NONCVXU2 | 5000  | 4.2800915241241455    | 3347   | 11584.958480828105      | 0.0009994452401160814  | 13387    | 3349     | 1        | --                   | --                     |
| QPS-roma     | NONCVXU2 | 5000  | 18.265982627868652    | 5000   | 12738.485550558573      | 0.1892112856120871     | 65425    | 5002     | 163      | -0.9999999378104301  | 0.9999999478303102     |
| QPS-roma_box | NONCVXU2 | 5000  | 4.239532947540283     | 3347   | 11584.958480828105      | 0.0009994452401160814  | 13387    | 3349     | 1        | -0.832892369977854   | 0.013344071833767075   |
| scipy_lbfgs  | NONCVXU2 | 5000  | 3.5787415504455566    | 3385   | 11584.193865230656      | 0.0008996655003654652  | 3466     | 3466     | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | NONCVXUN | 5000  | 6.153714418411255     | 5000   | 11606.017323189259      | 0.016672217520624866   | 19999    | 5002     | 1        | --                   | --                     |
| QPS-roma     | NONCVXUN | 5000  | 16.97278070449829     | 5000   | 12673.040917918943      | 0.20424449059679706    | 61817    | 5002     | 232      | -0.9999999999463357  | 0.9999999998164856     |
| QPS-roma_box | NONCVXUN | 5000  | 6.413111925125122     | 5000   | 11606.017323189259      | 0.016672217520624866   | 19999    | 5002     | 1        | -0.8294308723463737  | 0.008908505833646734   |
| scipy_lbfgs  | NONCVXUN | 5000  | 5.398988246917725     | 5000   | 11594.123926495098      | 0.004721942396010537   | 5110     | 5110     | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | NONDIA   | 5000  | 0.008345365524291992  | 5      | 0.0002574467285153788   | 0.00025646194135531264 | 34       | 7        | 1        | --                   | --                     |
| QPS-roma     | NONDIA   | 5000  | 0.008705854415893555  | 5      | 0.0002574467285153788   | 0.00025646194135531264 | 37       | 7        | 1        | inf                  | -inf                   |
| QPS-roma_box | NONDIA   | 5000  | 0.008071660995483398  | 5      | 0.0002574467285153788   | 0.00025646194135531264 | 34       | 7        | 1        | inf                  | -inf                   |
| scipy_lbfgs  | NONDIA   | 5000  | 0.006454944610595703  | 4      | 0.000257072072567898    | 0.0002565602365223185  | 5        | 5        | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | NONDQUAR | 5000  | 0.07137632369995117   | 178    | 0.0010002710848253814   | 0.0009698349364928936  | 598      | 180      | 21       | --                   | --                     |
| QPS-roma     | NONDQUAR | 5000  | 0.2872631549835205    | 283    | 0.0019144528518671548   | 0.0008900661354846148  | 2677     | 285      | 27       | -0.9999999999999947  | 0.9999999999956197     |
| QPS-roma_box | NONDQUAR | 5000  | 0.15132403373718262   | 161    | 0.0011199585137063514   | 0.000877440315799049   | 883      | 362      | 3        | -0.9596632332247639  | 0.5953746978046115     |
| scipy_lbfgs  | NONDQUAR | 5000  | 0.06563425064086914   | 103    | 0.0003447129904928643   | 0.0009792097237887518  | 118      | 118      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | POWELLSG | 5000  | 0.02136850357055664   | 53     | 0.006857260740652826    | 0.000458933513941027   | 183      | 55       | 7        | --                   | --                     |
| QPS-roma     | POWELLSG | 5000  | 1.2152295112609863    | 827    | 0.0006816248258390568   | 0.00020405132961574704 | 11913    | 829      | 7        | -1.000000000000013   | 0.9999999994024436     |
| QPS-roma_box | POWELLSG | 5000  | 0.016645193099975586  | 26     | 0.0030708802439830232   | 0.0009888225810173576  | 121      | 40       | 1        | -0.7525536611810956  | 0.0477677141566102     |
| scipy_lbfgs  | POWELLSG | 5000  | 0.015245437622070312  | 26     | 0.0005741271381446254   | 0.00024188094344284867 | 28       | 28       | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | POWER    | 10000 | 0.16883349418640137   | 286    | 1.376002673890142e-05   | 0.0009438324544934986  | 1060     | 288      | 14       | --                   | --                     |
| QPS-roma     | POWER    | 10000 | 1.0192615985870361    | 723    | 1.5560618510443593e-05  | 0.0009615786190782132  | 7110     | 725      | 66       | -1.0000000000000002  | 0.9999999988548087     |
| QPS-roma_box | POWER    | 10000 | 0.21725773811340332   | 288    | 2.05723570963957e-05    | 0.0009895719889042335  | 1185     | 342      | 5        | -0.999997496087485   | 0.03336473401973797    |
| scipy_lbfgs  | POWER    | 10000 | 0.27063608169555664   | 307    | 1.7357727549867046e-05  | 0.000946770729079024   | 314      | 314      | nan      | nan                  | nan                    |
| --           | --       | --    | --                    | --     | --                      | --                     | --       | --       | --       | --                   | --                     |
| QPS          | SCHMVETT | 5000  | 0.04776191711425781   | 23     | -14993.999999780714     | 0.000863223343863812   | 91       | 25       | 1        | --                   | --                     |
| QPS-roma     | SCHMVETT | 5000  | 0.23084712028503418   | 46     | -14993.999999702124     | 0.0004651205840056379  | 535      | 48       | 3        | -0.9999999102551316  | 0.9995752330091066     |
| QPS-roma_box | SCHMVETT | 5000  | 0.047959327697753906  | 23     | -14993.999999780714     | 0.000863223343863812   | 91       | 25       | 1        | -0.9742002816316474  | 0.0029969018554515114  |
